,im,label
2598,[0.33460853],1
2599,[0.35138778],1
2600,[0.29607728],1
2601,[0.38444735],1
2602,[0.37310577],1
2603,[0.41516035],1
2604,[0.44743693],1
2605,[0.43322473],1
2606,[0.38074485],1
2607,[0.40844378],1
2608,[0.34844761],1
2609,[0.34868911],1
2610,[0.2063991],1
2611,[0.41865199],1
2612,[0.32637937],1
2613,[0.72460728],1
2614,[0.38951997],1
2615,[0.45306415],1
2616,[0.19564613],1
2617,[0.32063486],1
2618,[0.27539347],1
2619,[0.51525206],1
2620,[0.4835794],1
2621,[0.42078973],1
2622,[0.31782093],1
2623,[0.3329013],1
2624,[0.40789255],1
2625,[0.40833579],1
2626,[0.31448516],1
2627,[0.36929309],1
2628,[0.36906731],1
2629,[0.40398806],1
2630,[0.43953606],1
2631,[0.37631728],1
2632,[0.49974159],1
2633,[0.36572404],1
2634,[0.30971154],1
2635,[0.41805098],1
2636,[0.36182943],1
2637,[0.38331352],1
2638,[0.32991519],1
2639,[0.35932795],1
2640,[0.56614846],1
2641,[0.49434845],1
2642,[0.40930751],1
2643,[0.44313364],1
2644,[0.38063027],1
2645,[0.37407893],1
2646,[0.34607477],1
2647,[0.45927682],1
2648,[0.43298175],1
2649,[0.32271377],1
2650,[0.40219976],1
2651,[0.38763381],1
2652,[0.41291752],1
2653,[0.35879861],1
2654,[0.24809017],1
2655,[0.31580206],1
2656,[0.41534206],1
2657,[0.31096383],1
2658,[0.2758286],1
2659,[0.55861833],1
2660,[0.43900256],1
2661,[0.33339951],1
2662,[0.30704294],1
2663,[0.32924855],1
2664,[0.35532419],1
2665,[0.43237795],1
2666,[0.35875751],1
2667,[0.42685699],1
2668,[0.30500653],1
2669,[0.42398563],1
2670,[0.39733201],1
2671,[0.39748278],1
2672,[0.38879271],1
2673,[0.73552173],1
2674,[0.47434366],1
2675,[0.2172901],1
2676,[0.70499754],1
2677,[0.86894283],1
2678,[0.45547753],1
2679,[0.40426028],1
2680,[0.59094902],1
2681,[1.10595289],1
2682,[0.4704494],1
2683,[0.93330192],1
2684,[0.43660575],1
2685,[0.81580016],1
2686,[0.96894618],1
2687,[1.00339442],1
2688,[0.46760859],1
2689,[0.39119056],1
2690,[0.43268814],1
2691,[0.47816519],1
2692,[0.26400875],1
2693,[0.61885163],1
2694,[0.41551679],1
2695,[0.43334303],1
2696,[0.41881785],1
2697,[0.3995185],1
2698,[0.41906397],1
2699,[0.26257046],1
2700,[0.32532782],1
2701,[0.3340198],1
2702,[0.66431759],1
2703,[0.25084619],1
2704,[0.36798365],1
2705,[0.44052767],1
2706,[0.40057188],1
2707,[0.32761391],1
2708,[0.40722123],1
2709,[0.46132375],1
2710,[0.33388411],1
2711,[0.45284967],1
2712,[0.37594943],1
2713,[0.34741644],1
2714,[0.25202659],1
2715,[0.17989469],1
2716,[0.3603701],1
2717,[0.23250823],1
2718,[0.26037185],1
2719,[0.21856185],1
2720,[0.26445225],1
2721,[0.58717672],1
2722,[0.42473027],1
2723,[0.45045921],1
2724,[0.55247881],1
2725,[0.73815325],1
2726,[0.28811573],1
2727,[0.37044288],1
2728,[0.30957821],1
2729,[0.33739463],1
2730,[0.19966073],1
2731,[0.37508311],1
2732,[0.30373725],1
2733,[0.40054405],1
2734,[0.43334782],1
2735,[0.28153392],1
2736,[0.25283392],1
2737,[0.23990785],1
2738,[0.23419763],1
2739,[0.30124526],1
2740,[0.29984288],1
2741,[0.3456605],1
2742,[0.31822742],1
2743,[0.20199332],1
2744,[0.26946086],1
2745,[0.40635882],1
2746,[0.47978396],1
2747,[0.17053922],1
2748,[0.2799089],1
2749,[0.35155884],1
2750,[0.4113046],1
2751,[0.32623322],1
2752,[0.35034898],1
2753,[0.3380362],1
2754,[0.22959811],1
2755,[0.32839022],1
2756,[0.34775466],1
2757,[0.25264531],1
2758,[0.18785824],1
2759,[0.18381362],1
2760,[0.28211263],1
2761,[0.33037305],1
2762,[0.40487211],1
2763,[0.31845974],1
2764,[0.30003109],1
2765,[0.29003222],1
2766,[0.2095557],1
2767,[0.23341962],1
2768,[0.26103006],1
2769,[0.31031917],1
2770,[0.43331867],1
2771,[0.30616821],1
2772,[0.31540885],1
2773,[0.32390558],1
2774,[0.40731806],1
2775,[0.40508051],1
2776,[0.22603258],1
2777,[0.29973918],1
2778,[0.41172019],1
2779,[0.22724969],1
2780,[0.39296176],1
2781,[0.38354087],1
2782,[0.19992221],1
2783,[0.45612036],1
2784,[0.34060631],1
2785,[0.29668272],1
2786,[0.39916402],1
2787,[0.63120452],1
2788,[0.27008634],1
2789,[0.95138993],1
2790,[0.36264528],1
2791,[0.30823737],1
2792,[0.58283335],1
2793,[0.32952679],1
2794,[0.3557477],1
2795,[0.30630366],1
2796,[0.47135183],1
2797,[0.4263213],1
2798,[0.43508041],1
2799,[0.47289961],1
2800,[0.46031476],1
2801,[0.49701917],1
2802,[0.39899261],1
2803,[0.46335083],1
2804,[1.17171707],1
2805,[0.420222],1
2806,[0.39009438],1
2807,[0.58223222],1
2808,[0.42308415],1
2809,[0.44000861],1
2810,[1.14042154],1
2811,[0.6550043],1
2812,[0.41138135],1
2813,[0.37003779],1
2814,[0.5982421],1
2815,[0.68765457],1
2816,[0.48416662],1
2817,[0.40113583],1
2818,[0.41401055],1
2819,[0.38387747],1
2820,[0.4086905],1
2821,[0.37741288],1
2822,[0.72607284],1
2823,[0.38208817],1
2824,[0.42605108],1
2825,[0.3867224],1
2826,[0.58801292],1
2827,[0.57856101],1
2828,[0.43639837],1
2829,[0.41576581],1
2830,[0.7739072],1
2831,[0.42835983],1
2832,[0.44170634],1
2833,[0.49890297],1
2834,[0.41148682],1
2835,[0.40764209],1
2836,[0.38881218],1
2837,[0.40078744],1
2838,[0.90699876],1
2839,[0.38844478],1
2840,[0.45722841],1
2841,[0.47556521],1
2842,[0.57110796],1
2843,[0.37193405],1
2844,[0.95026376],1
2845,[0.47923187],1
2846,[0.4401834],1
2847,[0.44313527],1
2848,[0.57712202],1
2849,[0.422079],1
2850,[0.49784628],1
2851,[0.50673143],1
2852,[0.44164617],1
2853,[0.31651077],1
2854,[1.29302991],1
2855,[0.48860652],1
2856,[0.447245],1
2857,[0.46984337],1
2858,[0.31381953],1
2859,[0.37034817],1
2860,[0.40143682],1
2861,[0.39714213],1
2862,[0.42685767],1
2863,[1.04819265],1
2864,[0.33283735],1
2865,[0.25975635],1
2866,[0.18662276],1
2867,[0.46309885],1
2868,[0.36387994],1
2869,[0.82537914],1
2870,[0.45880451],1
2871,[0.35112006],1
2872,[0.60446773],1
2873,[0.59015991],1
2874,[0.39822221],1
2875,[0.19128769],1
2876,[0.30637262],1
2877,[0.26076948],1
2878,[0.22605284],1
2879,[0.31173722],1
2880,[0.27618401],1
2881,[0.21225195],1
2882,[0.35055356],1
2883,[0.29923513],1
2884,[0.19310625],1
2885,[0.33182375],1
2886,[0.37479778],1
2887,[0.31760553],1
2888,[0.37884565],1
2889,[0.3319078],1
2890,[0.64097549],1
2891,[0.48844756],1
2892,[0.4375568],1
2893,[0.27414118],1
2894,[0.56918023],1
2895,[0.456383],1
2896,[0.29548972],1
2897,[0.47190716],1
2898,[0.39433927],1
2899,[0.3718008],1
2900,[0.46809388],1
2901,[0.62902992],1
2902,[0.68201005],1
2903,[0.35362957],1
2904,[0.77537406],1
2905,[1.33936102],1
2906,[0.41265533],1
2907,[0.39714317],1
2908,[0.38939921],1
2909,[0.41486381],1
2910,[0.4151753],1
2911,[0.62479601],1
2912,[0.90139883],1
2913,[0.16296804],1
2914,[0.32663843],1
2915,[0.20650515],1
2916,[0.45327865],1
2917,[0.4809911],1
2918,[0.39447339],1
2919,[0.32145896],1
2920,[0.35847857],1
2921,[0.43217806],1
2922,[0.49884489],1
2923,[0.3674461],1
2924,[0.35886804],1
2925,[0.37306729],1
2926,[0.36570492],1
2927,[0.68632293],1
2928,[0.65357412],1
2929,[0.39434177],1
2930,[1.5],1
2931,[0.5202923],1
2932,[0.54432688],1
2933,[0.79431867],1
2934,[0.49072065],1
2935,[0.45879937],1
2936,[0.48371263],1
2937,[0.40029395],1
2938,[0.54992444],1
2939,[0.40539992],1
2940,[0.4259378],1
2941,[0.49342546],1
2942,[1.06742474],1
2943,[0.41737146],1
2944,[0.35227847],1
2945,[0.47653665],1
2946,[0.35556965],1
2947,[0.36460474],1
2948,[0.38735208],1
2949,[0.38057425],1
2950,[0.35509568],1
2951,[0.4002532],1
2952,[0.67817504],1
2953,[0.42639068],1
2954,[0.28643999],1
2955,[0.44641384],1
2956,[0.35369092],1
2957,[0.47007325],1
2958,[0.65999921],1
2959,[0.38376081],1
2960,[0.46540843],1
2961,[0.46381447],1
2962,[0.3245858],1
2963,[1.10927454],1
2964,[0.4121217],1
2965,[0.42334915],1
2966,[0.4446886],1
2967,[0.65604849],1
2968,[0.44628267],1
2969,[0.41998423],1
2970,[0.48981619],1
2971,[0.41517109],1
2972,[0.33599303],1
2973,[0.67465324],1
2974,[0.4980646],1
2975,[0.40395972],1
2976,[0.4810966],1
2977,[0.39821639],1
2978,[0.58816548],1
2979,[0.41955316],1
2980,[0.37952165],1
2981,[0.35699318],1
2982,[0.76719476],1
2983,[0.36487802],1
2984,[1.03416509],1
2985,[0.90365214],1
2986,[0.41615517],1
2987,[0.55162367],1
2988,[0.42926536],1
2989,[0.36312391],1
2990,[0.92645726],1
2991,[0.44588836],1
2992,[0.41676982],1
2993,[0.41643701],1
2994,[0.50400493],1
2995,[0.82403623],1
2996,[0.37519349],1
2997,[1.04797479],1
2998,[0.66122157],1
2999,[0.43906261],1
3000,[0.27870277],1
3001,[0.40990698],1
3002,[0.61697205],1
3003,[0.4000048],1
3004,[0.42321544],1
3005,[0.54611834],1
3006,[0.48163488],1
3007,[0.40097942],1
3008,[0.46023012],1
3009,[0.44960365],1
3010,[0.41902783],1
3011,[0.36488581],1
3012,[0.27877439],1
3013,[0.44612397],1
3014,[0.27588492],1
3015,[0.29860872],1
3016,[0.29184184],1
3017,[0.36887514],1
3018,[0.69147694],1
3019,[0.47881977],1
3020,[0.5449946],1
3021,[0.60715848],1
3022,[0.87196899],1
3023,[0.31966446],1
3024,[0.47899061],1
3025,[0.32834582],1
3026,[0.36917541],1
3027,[0.28466967],1
3028,[0.39311188],1
3029,[0.41105192],1
3030,[0.31778441],1
3031,[0.46740907],1
3032,[0.36630149],1
3033,[0.3602535],1
3034,[0.36574052],1
3035,[0.29811352],1
3036,[0.42343181],1
3037,[0.42822125],1
3038,[0.44344628],1
3039,[0.48507962],1
3040,[0.31098564],1
3041,[0.34305623],1
3042,[0.75550708],1
3043,[0.55559979],1
3044,[0.30404477],1
3045,[0.31072241],1
3046,[0.39071864],1
3047,[0.4316008],1
3048,[0.37410266],1
3049,[0.39062281],1
3050,[0.29807319],1
3051,[0.25825994],1
3052,[0.50566195],1
3053,[0.34885302],1
3054,[0.31515862],1
3055,[0.25141437],1
3056,[0.2505137],1
3057,[0.33841441],1
3058,[0.35372524],1
3059,[0.34695595],1
3060,[0.41253247],1
3061,[0.38948565],1
3062,[0.38072498],1
3063,[0.22044541],1
3064,[0.16114036],1
3065,[0.35146743],1
3066,[0.41184924],1
3067,[0.55963999],1
3068,[0.40497099],1
3069,[0.26852099],1
3070,[0.46717421],1
3071,[0.88070385],1
3072,[0.36861182],1
3073,[0.16398656],1
3074,[0.27430151],1
3075,[0.2847418],1
3076,[0.22360248],1
3077,[0.23985732],1
3078,[0.30699127],1
3079,[0.20411407],1
3080,[0.39138868],1
3081,[0.24714976],1
3082,[0.1453757],1
3083,[0.25638912],1
3084,[0.31077699],1
3085,[0.23489017],1
3086,[0.31817604],1
3087,[0.28235951],1
3088,[0.49436156],1
3089,[0.30130532],1
3090,[0.39160112],1
3091,[0.2130839],1
3092,[0.39034162],1
3093,[0.43532924],1
3094,[0.24542351],1
3095,[0.47571953],1
3096,[0.30835216],1
3097,[0.38844427],1
3098,[0.90441442],1
3099,[0.35279979],1
3100,[0.49688472],1
3101,[0.38695419],1
3102,[0.96325863],1
3103,[0.79168752],1
3104,[0.34923815],1
3105,[0.29971334],1
3106,[0.33201718],1
3107,[0.39465836],1
3108,[0.39398248],1
3109,[0.41828664],1
3110,[0.72237491],1
3111,[0.20717995],1
3112,[0.27236961],1
3113,[0.22796561],1
3114,[0.63098242],1
3115,[0.67285879],1
3116,[0.38440355],1
3117,[0.25010735],1
3118,[0.25351759],1
3119,[0.40472205],1
3120,[0.38511918],1
3121,[0.2626994],1
3122,[0.35020033],1
3123,[0.32607281],1
3124,[0.44632746],1
3125,[0.49538584],1
3126,[0.95275459],1
3127,[0.40745092],1
3128,[0.48780672],1
3129,[0.62282452],1
3130,[0.48314672],1
3131,[0.46689855],1
3132,[0.49578272],1
3133,[0.48681841],1
3134,[1.07321383],1
3135,[0.48783564],1
3136,[0.54951908],1
3137,[0.39548626],1
3138,[0.34899858],1
3139,[0.49922796],1
3140,[0.85038994],1
3141,[0.42973408],1
3142,[0.4034406],1
3143,[0.51052901],1
3144,[0.42009489],1
3145,[0.34680679],1
3146,[0.34383891],1
3147,[0.44509486],1
3148,[0.36396739],1
3149,[0.34850311],1
3150,[0.85613734],1
3151,[0.42995368],1
3152,[0.3007299],1
3153,[0.3675668],1
3154,[0.60100607],1
3155,[0.61236648],1
3156,[0.46404926],1
3157,[0.43832695],1
3158,[0.41805726],1
3159,[0.41795912],1
3160,[0.44149475],1
3161,[0.4799228],1
3162,[0.43864779],1
3163,[0.44006701],1
3164,[0.5876918],1
3165,[0.4978909],1
3166,[0.35138909],1
3167,[0.47338326],1
3168,[0.37426746],1
3169,[0.57376671],1
3170,[0.37549118],1
3171,[0.38943977],1
3172,[0.3309424],1
3173,[0.37970118],1
3174,[0.37918428],1
3175,[0.31414117],1
3176,[0.45621858],1
3177,[0.39664811],1
3178,[0.27905944],1
3179,[0.35916335],1
3180,[0.37198991],1
3181,[0.30350689],1
3182,[0.46221066],1
3183,[0.43983766],1
3184,[0.31542386],1
3185,[0.47760387],1
3186,[0.35331428],1
3187,[0.45112517],1
3188,[0.86413542],1
3189,[0.43498311],1
3190,[0.42118586],1
3191,[0.46805273],1
3192,[0.68917284],1
3193,[0.44448948],1
3194,[0.55681799],1
3195,[0.76950315],1
3196,[0.47355185],1
3197,[0.49135407],1
3198,[0.59609751],1
3199,[0.42092192],1
3200,[0.46683308],1
3201,[0.74647001],1
3202,[0.5281849],1
3203,[0.44112281],1
3204,[0.49926979],1
3205,[0.47710808],1
3206,[0.50184623],1
3207,[0.50585594],1
3208,[0.64832211],1
3209,[0.47061375],1
3210,[0.29813659],1
3211,[0.41709016],1
3212,[0.32138325],1
3213,[0.47863496],1
3214,[0.36395657],1
3215,[0.40978803],1
3216,[0.37909996],1
3217,[0.48524912],1
3218,[0.72310157],1
3219,[0.87020562],1
3220,[0.46274674],1
3221,[0.4121113],1
3222,[0.47450198],1
3223,[0.39661076],1
3224,[0.57198627],1
3225,[0.33743722],1
3226,[0.46704132],1
3227,[0.56372701],1
3228,[0.42897776],1
3229,[0.80503925],1
3230,[0.53786335],1
3231,[0.48123274],1
3232,[0.3593066],1
3233,[0.4009657],1
3234,[0.42763738],1
3235,[0.49458918],1
3236,[0.4916842],1
3237,[0.48722427],1
3238,[0.38302398],1
3239,[0.41456751],1
3240,[0.47410491],1
3241,[0.49390561],1
3242,[0.32116869],1
3243,[0.36845593],1
3244,[0.41765001],1
3245,[0.84698002],1
3246,[0.75124383],1
3247,[0.47961637],1
3248,[0.34144901],1
3249,[0.35467808],1
3250,[0.49330111],1
3251,[0.40831251],1
3252,[0.45231773],1
3253,[0.34618666],1
3254,[0.3622903],1
3255,[0.45881324],1
3256,[0.48063922],1
3257,[0.48281129],1
3258,[0.57213102],1
3259,[0.37286476],1
3260,[0.4191682],1
3261,[0.30042358],1
3262,[0.28073007],1
3263,[0.44318724],1
3264,[0.48043458],1
3265,[0.46901025],1
3266,[0.48892606],1
3267,[0.30667429],1
3268,[0.38673149],1
3269,[0.38281113],1
3270,[0.35508236],1
3271,[0.28244431],1
3272,[0.20471823],1
3273,[0.25315472],1
3274,[0.25433422],1
3275,[0.31673377],1
3276,[0.28047481],1
3277,[0.20428954],1
3278,[0.47859559],1
3279,[0.33949726],1
3280,[0.28793284],1
3281,[0.38166613],1
3282,[0.47770055],1
3283,[0.19774619],1
3284,[0.48081977],1
3285,[0.31082459],1
3286,[0.40830716],1
3287,[0.47683815],1
3288,[0.2716618],1
3289,[0.24415799],1
3290,[0.31776835],1
3291,[0.37832807],1
3292,[0.30249387],1
3293,[0.40641549],1
3294,[0.46112197],1
3295,[0.90302598],1
3296,[0.46168957],1
3297,[0.43484333],1
3298,[0.38691305],1
3299,[0.61116636],1
3300,[0.40384902],1
3301,[0.48956649],1
3302,[0.49188315],1
3303,[0.40467389],1
3304,[0.36277371],1
3305,[0.9742499],1
3306,[0.38788847],1
3307,[0.34145423],1
3308,[0.39647611],1
3309,[0.2968572],1
3310,[0.4258167],1
3311,[0.34673372],1
3312,[0.3631486],1
3313,[0.45949568],1
3314,[0.39271018],1
3315,[0.41863975],1
3316,[0.33338287],1
3317,[0.39226017],1
3318,[0.34095968],1
3319,[0.36161908],1
3320,[0.45555249],1
3321,[0.38424052],1
3322,[0.49472972],1
3323,[0.46354971],1
3324,[0.44198061],1
3325,[0.82887579],1
3326,[0.46853074],1
3327,[0.37474319],1
3328,[0.41669522],1
3329,[0.32280516],1
3330,[0.35760334],1
3331,[0.3331114],1
3332,[0.34293185],1
3333,[0.47684533],1
3334,[0.42161915],1
3335,[0.41687347],1
3336,[0.38858253],1
3337,[0.53626945],1
3338,[0.3745712],1
3339,[0.63025865],1
3340,[0.44346677],1
3341,[0.46041395],1
3342,[0.45027052],1
3343,[0.45146989],1
3344,[0.31254086],1
3345,[0.39298446],1
3346,[0.43479994],1
3347,[0.40016606],1
3348,[0.37849669],1
3349,[0.48311426],1
3350,[0.5488354],1
3351,[0.43714879],1
3352,[0.41029013],1
3353,[0.3651837],1
3354,[0.46060349],1
3355,[0.40461103],1
3356,[0.43414345],1
3357,[0.36046072],1
3358,[0.5486979],1
3359,[0.41413658],1
3360,[0.30216201],1
3361,[0.27535956],1
3362,[0.48888063],1
3363,[0.45288908],1
3364,[0.73690792],1
3365,[0.47753653],1
3366,[0.30115159],1
3367,[0.82480257],1
3368,[0.74028007],1
3369,[0.31762416],1
3370,[0.18593064],1
3371,[0.27843769],1
3372,[0.21517615],1
3373,[0.18906104],1
3374,[0.27900354],1
3375,[0.2531507],1
3376,[0.23373028],1
3377,[0.35401699],1
3378,[0.26129389],1
3379,[0.18640812],1
3380,[0.25844973],1
3381,[0.37081723],1
3382,[0.12624203],1
3383,[0.35135587],1
3384,[0.21693437],1
3385,[0.58642846],1
3386,[0.36720601],1
3387,[0.44893855],1
3388,[0.26297577],1
3389,[0.52936579],1
3390,[0.43825014],1
3391,[0.29816662],1
3392,[0.47844293],1
3393,[0.36114545],1
3394,[0.33480678],1
3395,[0.81252112],1
3396,[0.30012275],1
3397,[0.77331555],1
3398,[1.02820574],1
3399,[0.37532526],1
3400,[1.08398313],1
3401,[0.35158107],1
3402,[0.34587383],1
3403,[0.38537368],1
3404,[0.42120553],1
3405,[0.30698235],1
3406,[0.53017252],1
3407,[0.77824248],1
3408,[0.23958052],1
3409,[0.28446499],1
3410,[0.25918475],1
3411,[1.01714069],1
3412,[0.58833408],1
3413,[0.46311783],1
3414,[0.24132771],1
3415,[0.34658618],1
3416,[0.47350063],1
3417,[0.4759383],1
3418,[0.28885829],1
3419,[0.46224984],1
3420,[0.3449177],1
3421,[0.44949606],1
3422,[0.52899176],1
3423,[0.43705193],1
3424,[0.48116256],1
3425,[0.59127954],1
3426,[0.70898328],1
3427,[0.49374218],1
3428,[0.47125178],1
3429,[0.5243174],1
3430,[0.70764143],1
3431,[0.56650374],1
3432,[0.43511727],1
3433,[0.49626299],1
3434,[0.35670391],1
3435,[0.45685711],1
3436,[0.47098786],1
3437,[0.91230311],1
3438,[0.33494205],1
3439,[0.32949148],1
3440,[0.87302414],1
3441,[0.42783437],1
3442,[0.36626401],1
3443,[0.44123767],1
3444,[0.43401091],1
3445,[0.42829418],1
3446,[0.39260825],1
3447,[0.81141737],1
3448,[0.39491555],1
3449,[0.35230233],1
3450,[0.45222528],1
3451,[0.43488979],1
3452,[1.1152663],1
3453,[0.56102378],1
3454,[0.47466104],1
3455,[0.57897539],1
3456,[0.44836003],1
3457,[0.44013856],1
3458,[0.49553834],1
3459,[0.65799796],1
3460,[0.53075364],1
3461,[0.54480359],1
3462,[0.70147695],1
3463,[0.3585734],1
3464,[0.501891],1
3465,[0.37940549],1
3466,[0.59285783],1
3467,[0.40443722],1
3468,[0.36783244],1
3469,[0.40404539],1
3470,[0.46272925],1
3471,[0.34449595],1
3472,[0.37041178],1
3473,[0.37543519],1
3474,[0.28867735],1
3475,[0.29573253],1
3476,[0.13989464],1
3477,[0.46998558],1
3478,[0.40626251],1
3479,[0.42536625],1
3480,[0.34788718],1
3481,[0.3233644],1
3482,[0.37623443],1
3483,[0.39304554],1
3484,[0.39228865],1
3485,[0.4283934],1
3486,[0.35096961],1
3487,[0.56433157],1
3488,[0.42638003],1
3489,[0.62702401],1
3490,[0.426022],1
3491,[0.37546329],1
3492,[0.44058483],1
3493,[0.36761737],1
3494,[0.39806552],1
3495,[0.41512612],1
3496,[0.33004802],1
3497,[0.49218617],1
3498,[0.34741909],1
3499,[0.40909621],1
3500,[0.29416863],1
3501,[0.59322058],1
3502,[0.6350601],1
3503,[0.34595112],1
3504,[0.36007714],1
3505,[0.45945811],1
3506,[0.4224145],1
3507,[0.31740068],1
3508,[0.31650967],1
3509,[0.15161941],1
3510,[0.33047391],1
3511,[0.26972726],1
3512,[0.46376934],1
3513,[0.44772457],1
3514,[0.67184842],1
3515,[0.44295036],1
3516,[0.41318861],1
3517,[0.39677023],1
3518,[0.29176195],1
3519,[0.39388195],1
3520,[0.29292461],1
3521,[0.49189286],1
3522,[0.32461839],1
3523,[0.26926864],1
3524,[0.45549956],1
3525,[0.38087919],1
3526,[0.63750811],1
3527,[0.45279405],1
3528,[0.45849822],1
3529,[0.36451215],1
3530,[0.33215032],1
3531,[0.26589685],1
3532,[0.45331691],1
3533,[0.41645983],1
3534,[0.45018273],1
3535,[0.33111064],1
3536,[0.39983271],1
3537,[0.35359394],1
3538,[0.38240985],1
3539,[0.34012651],1
3540,[0.35989878],1
3541,[0.37059321],1
3542,[0.46675983],1
3543,[0.41630552],1
3544,[0.38008593],1
3545,[0.3517436],1
3546,[0.37450711],1
3547,[0.44398473],1
3548,[0.24166287],1
3549,[0.49171146],1
3550,[0.24632289],1
3551,[0.33122136],1
3552,[0.37042332],1
3553,[0.37165414],1
3554,[0.43470126],1
3555,[0.4677483],1
3556,[0.25715275],1
3557,[0.4150275],1
3558,[0.30427521],1
3559,[0.29195775],1
3560,[0.25039418],1
3561,[0.4543618],1
3562,[0.32292857],1
3563,[0.40219385],1
3564,[0.23436662],1
3565,[0.35276445],1
3566,[0.37984965],1
3567,[0.35274258],1
3568,[0.19065097],1
3569,[0.21977391],1
3570,[0.22442725],1
3571,[0.23235075],1
3572,[0.3148041],1
3573,[0.3214676],1
3574,[0.25919061],1
3575,[0.40709339],1
3576,[0.31941486],1
3577,[0.23799339],1
3578,[0.34116536],1
3579,[0.42200974],1
3580,[0.19874696],1
3581,[0.39926256],1
3582,[0.25792645],1
3583,[0.38335641],1
3584,[0.46645383],1
3585,[0.29388889],1
3586,[0.25107597],1
3587,[0.40546504],1
3588,[0.37992175],1
3589,[0.20757059],1
3590,[0.32751938],1
3591,[0.42449813],1
3592,[0.62905223],1
3593,[0.35791023],1
3594,[0.43881232],1
3595,[0.3595431],1
3596,[0.3788911],1
3597,[0.62837534],1
3598,[0.38323828],1
3599,[0.36557698],1
3600,[0.42329688],1
3601,[0.33108024],1
3602,[0.96141388],1
3603,[0.42065219],1
3604,[0.43122183],1
3605,[0.28980843],1
3606,[0.30959896],1
3607,[0.48977001],1
3608,[0.43987101],1
3609,[0.31695159],1
3610,[0.37151832],1
3611,[0.43220267],1
3612,[0.28953584],1
3613,[0.32975691],1
3614,[0.41446457],1
3615,[0.43912626],1
3616,[0.37525777],1
3617,[0.49449853],1
3618,[0.34120467],1
3619,[0.64691162],1
3620,[0.37481047],1
3621,[0.39905317],1
3622,[0.43161791],1
3623,[0.37789591],1
3624,[0.4069518],1
3625,[0.32423114],1
3626,[0.3815641],1
3627,[0.29567125],1
3628,[0.31488801],1
3629,[0.377055],1
3630,[0.45510772],1
3631,[0.4101559],1
3632,[0.33368411],1
3633,[0.34291719],1
3634,[0.41962444],1
3635,[0.35697993],1
3636,[0.76605868],1
3637,[0.47094249],1
3638,[0.33198058],1
3639,[0.49746874],1
3640,[0.47071332],1
3641,[0.41256357],1
3642,[0.44775733],1
3643,[0.46728765],1
3644,[0.53109959],1
3645,[0.35075305],1
3646,[0.41653433],1
3647,[0.68854989],1
3648,[0.46198092],1
3649,[0.3737627],1
3650,[0.27270976],1
3651,[0.40859865],1
3652,[0.39706497],1
3653,[0.43537296],1
3654,[0.34944908],1
3655,[0.51767742],1
3656,[0.35882896],1
3657,[0.30926927],1
3658,[0.32596757],1
3659,[0.42673805],1
3660,[0.32042942],1
3661,[1.1478454],1
3662,[0.48151233],1
3663,[0.3947839],1
3664,[0.49526299],1
3665,[0.36785548],1
3666,[0.35218415],1
3667,[0.33926493],1
3668,[0.98356579],1
3669,[0.35972575],1
3670,[0.42225774],1
3671,[0.41323962],1
3672,[0.31667924],1
3673,[0.33131003],1
3674,[0.25005888],1
3675,[0.4725669],1
3676,[0.36899679],1
3677,[0.47556189],1
3678,[0.32233702],1
3679,[0.38471145],1
3680,[0.38320338],1
3681,[0.43944265],1
3682,[0.3951123],1
3683,[0.48477121],1
3684,[0.42335908],1
3685,[0.92327791],1
3686,[0.45617263],1
3687,[0.77353581],1
3688,[0.41044216],1
3689,[0.36618517],1
3690,[0.48085483],1
3691,[0.34038552],1
3692,[0.51382778],1
3693,[0.45721668],1
3694,[0.26006666],1
3695,[0.42846259],1
3696,[0.29968695],1
3697,[0.45499936],1
3698,[0.46628111],1
3699,[0.28264371],1
3700,[0.71793591],1
3701,[0.42198958],1
3702,[0.31191529],1
3703,[0.49975053],1
3704,[0.40333822],1
3705,[0.21384194],1
3706,[0.36305608],1
3707,[0.14100081],1
3708,[0.33808767],1
3709,[0.24251323],1
3710,[0.43062109],1
3711,[0.48161286],1
3712,[0.55264834],1
3713,[0.44027573],1
3714,[0.41171921],1
3715,[0.40464688],1
3716,[0.23488823],1
3717,[0.46871296],1
3718,[0.28697849],1
3719,[0.43253536],1
3720,[0.27196016],1
3721,[0.24335701],1
3722,[0.47102662],1
3723,[0.3336632],1
3724,[0.74679396],1
3725,[0.53654809],1
3726,[0.43416996],1
3727,[0.37476944],1
3728,[0.3264714],1
3729,[0.21534525],1
3730,[0.40628288],1
3731,[0.41316136],1
3732,[0.41403137],1
3733,[0.31791662],1
3734,[0.40049907],1
3735,[0.3638601],1
3736,[0.40226642],1
3737,[0.32392544],1
3738,[0.30535411],1
3739,[0.31006509],1
3740,[0.60277696],1
3741,[0.48269636],1
3742,[0.40351405],1
3743,[0.29850801],1
3744,[0.39721091],1
3745,[0.43080925],1
3746,[0.1990881],1
3747,[0.46035842],1
3748,[0.17594848],1
3749,[0.26354162],1
3750,[0.37939653],1
3751,[0.34656278],1
3752,[0.44405172],1
3753,[0.44189945],1
3754,[0.2044871],1
3755,[0.45446655],1
3756,[0.34095953],1
3757,[0.22700766],1
3758,[0.25634769],1
3759,[0.45733769],1
3760,[0.33964884],1
3761,[0.35569895],1
3762,[0.36450967],1
3763,[0.44396847],1
3764,[0.38202316],1
