,im,label
11237,[0.36586042],0
11238,[0.26201332],0
11239,[0.49422706],0
11240,[0.11091893],0
11241,[0.37904972],0
11242,[0.12724352],0
11243,[0.12791921],0
11244,[0.16901258],0
11245,[0.18268045],0
11246,[0.20761412],0
11247,[0.17398055],0
11248,[0.33260822],0
11249,[0.20411475],0
11250,[0.2217405],0
11251,[0.1156255],0
11252,[0.10338085],0
11253,[0.09344896],0
11254,[0.17721289],0
11255,[0.29539201],0
11256,[0.26375754],0
11257,[0.09109547],0
11258,[0.14314591],0
11259,[0.2860926],0
11260,[0.32128892],0
11261,[0.12770172],0
11262,[0.17075661],0
11263,[0.20474462],0
11264,[0.32310937],0
11265,[0.24290875],0
11266,[0.18005708],0
11267,[0.28317361],0
11268,[0.16225857],0
11269,[0.23491192],0
11270,[0.18752571],0
11271,[0.27100325],0
11272,[0.07848169],0
11273,[0.14736505],0
11274,[0.15268643],0
11275,[0.21670403],0
11276,[0.3157711],0
11277,[0.20415648],0
11278,[0.12811606],0
11279,[0.19412046],0
11280,[0.1199693],0
11281,[0.10672009],0
11282,[0.11827033],0
11283,[0.18480791],0
11284,[0.2840686],0
11285,[0.10225205],0
11286,[0.80366343],0
11287,[0.34896619],0
11288,[0.24876679],0
11289,[1.21883405],0
11290,[1.19007133],0
11291,[0.73439043],0
11292,[0.49515742],0
11293,[0.56627096],0
11294,[1.08918025],0
11295,[0.74088541],0
11296,[0.49933175],0
11297,[0.32848917],0
11298,[0.87331574],0
11299,[0.62226028],0
11300,[0.67486973],0
11301,[0.63598425],0
11302,[0.952536],0
11303,[1.10207394],0
11304,[0.31594323],0
11305,[0.90216421],0
11306,[0.39340934],0
11307,[0.57762383],0
11308,[0.31011079],0
11309,[0.48264451],0
11310,[1.00563481],0
11311,[0.36868263],0
11312,[0.70242968],0
11313,[0.4773648],0
11314,[0.35738717],0
11315,[0.95878607],0
11316,[0.20090618],0
11317,[0.33134635],0
11318,[0.46322068],0
11319,[0.31940258],0
11320,[0.3564625],0
11321,[0.46288483],0
11322,[0.74190083],0
11323,[0.46633353],0
11324,[0.46295865],0
11325,[0.48743689],0
11326,[0.38079651],0
11327,[0.35454458],0
11328,[0.30476081],0
11329,[0.76202676],0
11330,[0.22319777],0
11331,[0.24426909],0
11332,[0.30019563],0
11333,[0.33224836],0
11334,[0.76625789],0
11335,[0.56575126],0
11336,[0.42775043],0
11337,[0.43080784],0
11338,[0.71355726],0
11339,[0.31297882],0
11340,[0.49308872],0
11341,[0.35885886],0
11342,[0.28952079],0
11343,[0.27304501],0
11344,[0.30955779],0
11345,[0.34159275],0
11346,[0.27004463],0
11347,[0.37826744],0
11348,[0.31991118],0
11349,[0.31098635],0
11350,[0.30820038],0
11351,[0.21345265],0
11352,[0.34178495],0
11353,[0.35125358],0
11354,[0.46182393],0
11355,[0.40010453],0
11356,[0.28554834],0
11357,[0.25177086],0
11358,[0.80783131],0
11359,[0.49602135],0
11360,[0.24602343],0
11361,[0.37290258],0
11362,[0.3905992],0
11363,[0.40824743],0
11364,[0.35082592],0
11365,[0.34975373],0
11366,[0.31287349],0
11367,[0.20215179],0
11368,[0.46172586],0
11369,[0.3742728],0
11370,[0.36147188],0
11371,[0.12623313],0
11372,[0.18721571],0
11373,[0.22457938],0
11374,[0.3044859],0
11375,[0.35999676],0
11376,[0.31761473],0
11377,[0.38737592],0
11378,[0.35348777],0
11379,[0.18022443],0
11380,[0.13956208],0
11381,[0.33167775],0
11382,[0.340423],0
11383,[0.71950482],0
11384,[0.31978753],0
11385,[0.80686582],0
11386,[0.32961452],0
11387,[0.22073717],0
11388,[0.90245962],0
11389,[0.8663629],0
11390,[0.38334828],0
11391,[0.459189],0
11392,[0.41630047],0
11393,[1.26123129],0
11394,[0.65047417],0
11395,[0.5653776],0
11396,[0.34947182],0
11397,[0.59659784],0
11398,[0.4842352],0
11399,[1.05981161],0
11400,[0.35228122],0
11401,[0.68641129],0
11402,[0.56362954],0
11403,[0.25589671],0
11404,[0.84625625],0
11405,[0.40981055],0
11406,[0.36578872],0
11407,[0.3567154],0
11408,[0.40284854],0
11409,[0.46545718],0
11410,[0.29627794],0
11411,[0.91035906],0
11412,[0.39226033],0
11413,[0.32746211],0
11414,[0.88584441],0
11415,[0.17163874],0
11416,[0.35450922],0
11417,[0.42791496],0
11418,[0.33542436],0
11419,[0.32228324],0
11420,[0.46141072],0
11421,[0.46465036],0
11422,[0.35762089],0
11423,[0.46185256],0
11424,[0.40623864],0
11425,[0.347249],0
11426,[0.27948625],0
11427,[0.38633793],0
11428,[0.35301371],0
11429,[0.3152985],0
11430,[0.22029284],0
11431,[0.21989532],0
11432,[0.35889208],0
11433,[0.50889239],0
11434,[0.58311025],0
11435,[0.45819433],0
11436,[0.47227996],0
11437,[0.89080755],0
11438,[0.28327139],0
11439,[0.47018961],0
11440,[0.2457688],0
11441,[0.21715927],0
11442,[0.21819384],0
11443,[0.41056909],0
11444,[0.30066741],0
11445,[0.26153026],0
11446,[0.43779179],0
11447,[0.32974909],0
11448,[0.26803491],0
11449,[0.22303194],0
11450,[0.23851976],0
11451,[0.29272507],0
11452,[0.35542219],0
11453,[0.34554574],0
11454,[0.42301739],0
11455,[0.21296745],0
11456,[0.24365312],0
11457,[0.45147793],0
11458,[0.46806114],0
11459,[0.18642571],0
11460,[0.4323421],0
11461,[0.47279662],0
11462,[0.35860877],0
11463,[0.34772724],0
11464,[0.39385877],0
11465,[0.33964406],0
11466,[0.25181678],0
11467,[0.42059491],0
11468,[0.41590461],0
11469,[0.37115979],0
11470,[0.22644543],0
11471,[0.24867297],0
11472,[0.34485348],0
11473,[0.33609036],0
11474,[0.35046399],0
11475,[0.31981381],0
11476,[0.40633901],0
11477,[0.28875833],0
11478,[0.26873983],0
11479,[0.14506841],0
11480,[0.26259876],0
11481,[0.32253747],0
11482,[0.60326327],0
11483,[0.25378126],0
11484,[0.40807862],0
11485,[0.23594226],0
11486,[0.21213247],0
11487,[0.38224819],0
11488,[0.45103437],0
11489,[0.62779467],0
11490,[0.44107746],0
11491,[0.85808997],0
11492,[0.34294798],0
11493,[0.3441341],0
11494,[0.35146458],0
11495,[0.18424799],0
11496,[0.6661662],0
11497,[0.42717445],0
11498,[0.69837487],0
11499,[0.38606801],0
11500,[0.32619859],0
11501,[0.4719059],0
11502,[0.20716247],0
11503,[0.33943151],0
11504,[0.29654815],0
11505,[0.99603765],0
11506,[0.27732038],0
11507,[0.43638571],0
11508,[0.809377],0
11509,[0.32855626],0
11510,[0.3185121],0
11511,[0.31317241],0
11512,[0.34457097],0
11513,[0.35078474],0
11514,[0.13401538],0
11515,[0.25409254],0
11516,[0.20498005],0
11517,[0.19940479],0
11518,[0.27948015],0
11519,[0.20721301],0
11520,[0.44384517],0
11521,[0.43863695],0
11522,[0.30067296],0
11523,[0.37176291],0
11524,[0.35220475],0
11525,[0.32386604],0
11526,[0.22953378],0
11527,[0.3792545],0
11528,[0.03637464],0
11529,[0.20164772],0
11530,[0.22518371],0
11531,[0.2677216],0
11532,[1.10702571],0
11533,[0.39942961],0
11534,[0.20664495],0
11535,[0.29722948],0
11536,[0.43589147],0
11537,[0.17542956],0
11538,[0.41335853],0
11539,[0.24393421],0
11540,[0.26962222],0
11541,[0.27942625],0
11542,[0.1787607],0
11543,[0.31829279],0
11544,[0.22105458],0
11545,[0.34702325],0
11546,[0.36239024],0
11547,[0.28237509],0
11548,[0.27754242],0
11549,[0.21612402],0
11550,[0.21414378],0
11551,[0.31059393],0
11552,[0.34249835],0
11553,[0.37669377],0
11554,[0.20985412],0
11555,[0.32305641],0
11556,[0.36375633],0
11557,[0.32702965],0
11558,[0.22935932],0
11559,[0.24497405],0
11560,[0.2684622],0
11561,[0.33322121],0
11562,[0.3145676],0
11563,[0.2783443],0
11564,[0.24517516],0
11565,[0.29486949],0
11566,[0.31516634],0
11567,[0.21368617],0
11568,[0.33273902],0
11569,[0.17064162],0
11570,[0.25225747],0
11571,[0.24356317],0
11572,[0.25025012],0
11573,[0.29883741],0
11574,[0.26491341],0
11575,[0.18921097],0
11576,[0.33704064],0
11577,[0.30237603],0
11578,[0.21198322],0
11579,[0.1853708],0
11580,[0.27820716],0
11581,[0.29514561],0
11582,[0.22521428],0
11583,[0.73310703],0
11584,[0.35228329],0
11585,[0.3161177],0
11586,[0.84611509],0
11587,[0.76427843],0
11588,[0.34192592],0
11589,[0.40797212],0
11590,[0.34909874],0
11591,[0.92489305],0
11592,[0.40612993],0
11593,[0.39567557],0
11594,[0.4043481],0
11595,[0.44408825],0
11596,[0.43658292],0
11597,[1.02492595],0
11598,[0.78668473],0
11599,[0.26304567],0
11600,[0.49943866],0
11601,[0.29054587],0
11602,[1.18047567],0
11603,[0.34298422],0
11604,[0.38293233],0
11605,[0.35080909],0
11606,[0.430191],0
11607,[0.49063693],0
11608,[0.38507437],0
11609,[0.88539989],0
11610,[0.46058201],0
11611,[0.43229813],0
11612,[1.01910316],0
11613,[0.22846957],0
11614,[0.38419946],0
11615,[0.86828317],0
11616,[0.34578342],0
11617,[0.37374085],0
11618,[0.3854906],0
11619,[0.61712075],0
11620,[0.35607822],0
11621,[0.45014548],0
11622,[0.43241139],0
11623,[0.3657823],0
11624,[0.34086527],0
11625,[0.38030858],0
11626,[0.37329328],0
11627,[0.3015616],0
11628,[0.27646409],0
11629,[0.25724608],0
11630,[0.37891914],0
11631,[0.43073087],0
11632,[0.59366981],0
11633,[0.46535297],0
11634,[0.40625524],0
11635,[0.4581819],0
11636,[0.29912974],0
11637,[0.44039465],0
11638,[0.33056617],0
11639,[0.32159629],0
11640,[0.18256149],0
11641,[0.4688889],0
11642,[0.42241103],0
11643,[0.29901979],0
11644,[0.46107069],0
11645,[0.34439774],0
11646,[0.31216374],0
11647,[0.28190852],0
11648,[0.23114556],0
11649,[0.32397182],0
11650,[0.33954795],0
11651,[0.43519902],0
11652,[0.39092455],0
11653,[0.23279568],0
11654,[0.21208495],0
11655,[0.46704146],0
11656,[0.47068686],0
11657,[0.24777682],0
11658,[0.34222573],0
11659,[0.35235508],0
11660,[0.34159656],0
11661,[0.34473583],0
11662,[0.35131238],0
11663,[0.25328687],0
11664,[0.22194152],0
11665,[0.44840396],0
11666,[0.35580402],0
11667,[0.30609682],0
11668,[0.2224702],0
11669,[0.18262145],0
11670,[0.29127692],0
11671,[0.33601109],0
11672,[0.31810245],0
11673,[0.32758542],0
11674,[0.38290134],0
11675,[0.37671654],0
11676,[0.17266203],0
11677,[0.11700934],0
11678,[0.33969694],0
11679,[0.37649975],0
11680,[0.48216374],0
11681,[0.35566681],0
11682,[0.63351744],0
11683,[0.28129717],0
11684,[0.26339222],0
11685,[1.11270011],0
11686,[0.93220261],0
11687,[0.7564351],0
11688,[1.29979705],0
11689,[1.07162522],0
11690,[1.14455435],0
11691,[0.73727204],0
11692,[0.91669331],0
11693,[0.28497582],0
11694,[0.92605074],0
11695,[1.0000271],0
11696,[1.29137878],0
11697,[0.49043074],0
11698,[0.70403177],0
11699,[0.4548638],0
11700,[0.23146256],0
11701,[0.53207444],0
11702,[0.37280466],0
11703,[0.66666036],0
11704,[0.25083587],0
11705,[0.44904089],0
11706,[0.70456907],0
11707,[0.33252879],0
11708,[0.46720084],0
11709,[0.39474373],0
11710,[0.38836556],0
11711,[0.85073812],0
11712,[0.21566601],0
11713,[0.28771854],0
11714,[0.33323585],0
11715,[0.27622852],0
11716,[0.25169466],0
11717,[0.30209528],0
11718,[0.98377743],0
11719,[0.51494569],0
11720,[0.37708275],0
11721,[0.43317385],0
11722,[0.33333408],0
11723,[0.30990155],0
11724,[0.29871837],0
11725,[0.55079659],0
11726,[0.21907204],0
11727,[0.24086387],0
11728,[0.23470511],0
11729,[0.36565822],0
11730,[1.00341101],0
11731,[0.49751814],0
11732,[0.39691661],0
11733,[0.33597321],0
11734,[0.69702339],0
11735,[0.19609578],0
11736,[1.02563356],0
11737,[0.31283413],0
11738,[0.2146674],0
11739,[0.27129997],0
11740,[0.28026443],0
11741,[0.29977498],0
11742,[0.2446888],0
11743,[0.43477674],0
11744,[0.32250775],0
11745,[0.29862755],0
11746,[0.33887925],0
11747,[0.29852563],0
11748,[0.24641368],0
11749,[0.29539911],0
11750,[0.44938379],0
11751,[0.39043356],0
11752,[0.28917642],0
11753,[0.19507465],0
11754,[0.40930475],0
11755,[0.37156269],0
11756,[0.25490057],0
11757,[0.29515764],0
11758,[0.40287441],0
11759,[0.34924694],0
11760,[0.35430868],0
11761,[0.39177924],0
11762,[0.31857497],0
11763,[0.3074063],0
11764,[0.44031767],0
11765,[0.33009213],0
11766,[0.35663361],0
11767,[0.19238609],0
11768,[0.2299146],0
11769,[0.23608678],0
11770,[0.28111765],0
11771,[0.33636609],0
11772,[0.33750007],0
11773,[0.35450496],0
11774,[0.38877528],0
11775,[0.28109095],0
11776,[0.18319363],0
11777,[0.29980202],0
11778,[0.34803098],0
11779,[0.48545143],0
11780,[0.27033354],0
11781,[0.31462666],0
11782,[0.80592028],0
11783,[0.83490346],0
11784,[0.30894503],0
11785,[0.19065491],0
11786,[0.29848982],0
11787,[0.2272463],0
11788,[0.17786703],0
11789,[0.3158056],0
11790,[0.26901716],0
11791,[0.170044],0
11792,[0.37392551],0
11793,[0.19428167],0
11794,[0.13513898],0
11795,[0.23480789],0
11796,[0.29853568],0
11797,[0.21905943],0
11798,[0.32018216],0
11799,[0.26730508],0
11800,[0.35500302],0
11801,[0.6377767],0
11802,[0.35145321],0
11803,[0.49483808],0
11804,[0.39961295],0
11805,[0.37361488],0
11806,[0.80493653],0
11807,[0.33465214],0
11808,[0.35799578],0
11809,[1.16335971],0
11810,[0.36906586],0
11811,[0.47105591],0
11812,[0.551016],0
11813,[0.38142183],0
11814,[0.58014989],0
11815,[1.02854992],0
11816,[0.2704783],0
11817,[0.32479872],0
11818,[0.38108972],0
11819,[0.40269987],0
11820,[0.34262426],0
11821,[0.54207187],0
11822,[1.02625215],0
11823,[0.27984656],0
11824,[0.32644446],0
11825,[0.22305226],0
11826,[0.37628859],0
11827,[0.41146245],0
11828,[0.36900758],0
11829,[0.27051492],0
11830,[0.32637689],0
11831,[0.41109211],0
11832,[0.54902685],0
11833,[0.32509937],0
11834,[0.38070059],0
11835,[0.35784299],0
11836,[0.3210593],0
11837,[0.66513524],0
11838,[0.49190593],0
11839,[0.48591408],0
11840,[1.16152148],0
11841,[0.42983637],0
11842,[0.62795949],0
11843,[0.80545839],0
11844,[0.7409957],0
11845,[0.4621552],0
11846,[0.4462283],0
11847,[0.41992133],0
11848,[0.41524509],0
11849,[0.31702741],0
11850,[0.46204121],0
11851,[0.47146272],0
11852,[0.79936062],0
11853,[0.32424228],0
11854,[0.31687832],0
11855,[0.57292666],0
11856,[0.34542401],0
11857,[0.36832185],0
11858,[0.30631603],0
11859,[0.42107626],0
11860,[0.37465849],0
11861,[0.32061279],0
11862,[0.56382793],0
11863,[0.45206661],0
11864,[0.26754581],0
11865,[0.47851553],0
11866,[0.36192236],0
11867,[0.96554737],0
11868,[0.56425],0
11869,[0.45504801],0
11870,[0.43186635],0
11871,[0.43177202],0
11872,[0.3665886],0
11873,[0.62653359],0
11874,[0.44493812],0
11875,[0.39257934],0
11876,[0.70405378],0
11877,[0.59547097],0
11878,[0.3665007],0
11879,[0.43844088],0
11880,[0.51358995],0
11881,[0.43056543],0
11882,[0.33366542],0
11883,[0.47175644],0
11884,[0.51967803],0
11885,[0.45687193],0
11886,[0.37421082],0
11887,[0.46538935],0
11888,[0.94464981],0
11889,[0.4730668],0
11890,[0.45531417],0
11891,[0.42856547],0
11892,[0.54149248],0
11893,[0.44804626],0
11894,[0.93264978],0
11895,[0.46750449],0
11896,[0.47033792],0
11897,[0.81963954],0
11898,[0.46462266],0
11899,[0.33528821],0
11900,[0.46211913],0
11901,[0.75293093],0
11902,[0.40518655],0
11903,[0.4478523],0
11904,[0.59322666],0
11905,[0.43752406],0
11906,[1.05751443],0
11907,[0.44123018],0
11908,[0.42199713],0
11909,[0.66747037],0
11910,[0.25535137],0
11911,[0.48071654],0
11912,[0.39752123],0
11913,[0.46578029],0
11914,[0.3181722],0
11915,[0.42046159],0
11916,[0.51315061],0
11917,[0.56571668],0
11918,[0.73411288],0
11919,[0.4572875],0
11920,[0.69527959],0
11921,[0.42303796],0
11922,[0.34826926],0
11923,[0.47404055],0
11924,[0.28354394],0
11925,[0.32448057],0
11926,[0.31686294],0
11927,[0.39684432],0
11928,[0.46742006],0
11929,[0.78393336],0
11930,[0.52140666],0
11931,[0.49570141],0
11932,[0.80182922],0
11933,[0.3846924],0
11934,[0.44179056],0
11935,[0.31451596],0
11936,[0.37465856],0
11937,[0.23648116],0
11938,[0.72492962],0
11939,[0.51643679],0
11940,[0.38662871],0
11941,[0.44627883],0
11942,[0.66681209],0
11943,[0.38512829],0
11944,[0.26568323],0
11945,[0.25061479],0
11946,[0.28178295],0
11947,[0.32906342],0
11948,[0.3981358],0
11949,[0.82199124],0
11950,[0.34568281],0
11951,[0.35382634],0
11952,[0.69890184],0
11953,[0.48140636],0
11954,[0.22135425],0
11955,[0.37778592],0
11956,[0.42509631],0
11957,[0.65493051],0
11958,[0.42679408],0
11959,[0.36766487],0
11960,[0.44405673],0
11961,[0.2986528],0
11962,[0.45597953],0
11963,[0.49159355],0
11964,[0.4374107],0
11965,[0.223136],0
11966,[0.33306025],0
11967,[0.38609356],0
11968,[0.42289484],0
11969,[0.44713865],0
11970,[0.40488739],0
11971,[0.38465365],0
11972,[0.32441556],0
11973,[0.3029331],0
11974,[0.18107133],0
11975,[0.37617019],0
11976,[0.45067553],0
11977,[0.58391722],0
11978,[0.34310941],0
11979,[0.47259443],0
11980,[0.42707295],0
11981,[0.25467236],0
11982,[0.37523961],0
11983,[0.45629884],0
11984,[0.42157834],0
11985,[0.30111376],0
11986,[0.35972013],0
11987,[0.42947737],0
11988,[0.42672023],0
11989,[0.41273585],0
11990,[0.25808128],0
11991,[0.43949726],0
11992,[0.34259652],0
11993,[0.40645309],0
11994,[0.43080935],0
11995,[0.3575023],0
11996,[0.37847938],0
11997,[0.31551825],0
11998,[0.41955885],0
11999,[0.86049619],0
12000,[0.41274935],0
12001,[0.6288612],0
12002,[0.49182633],0
12003,[0.39665106],0
12004,[0.36911],0
12005,[0.5103636],0
12006,[0.29716448],0
12007,[0.48814232],0
12008,[0.48557216],0
12009,[0.2642293],0
12010,[0.46034732],0
12011,[0.31702548],0
12012,[0.48223253],0
12013,[0.45744638],0
12014,[0.41109022],0
12015,[0.46005961],0
12016,[0.39900541],0
12017,[0.35425881],0
12018,[0.34531134],0
12019,[0.75913494],0
12020,[0.38567942],0
12021,[0.23348329],0
12022,[0.29114357],0
12023,[0.2001914],0
12024,[0.28874965],0
12025,[0.27286324],0
12026,[0.40341214],0
12027,[0.38701436],0
12028,[0.57627795],0
12029,[0.46325143],0
12030,[1.11979892],0
12031,[0.80697164],0
12032,[0.34313547],0
12033,[0.35353781],0
12034,[0.20398317],0
12035,[0.39419677],0
12036,[0.1748652],0
12037,[0.40537659],0
12038,[0.44369683],0
12039,[0.31958015],0
12040,[0.42579825],0
12041,[0.47670034],0
12042,[0.42488019],0
12043,[0.27977645],0
12044,[0.2728135],0
12045,[0.26719728],0
12046,[0.39378674],0
12047,[0.34378111],0
12048,[0.40988131],0
12049,[0.32294732],0
12050,[0.38848543],0
12051,[0.38548197],0
12052,[0.40162204],0
12053,[0.1910183],0
12054,[0.34444057],0
12055,[0.37970558],0
12056,[0.56651828],0
12057,[0.47157093],0
12058,[0.39833389],0
12059,[0.30442869],0
12060,[0.33968405],0
12061,[0.36242553],0
12062,[0.27248724],0
12063,[0.3992976],0
12064,[0.17804374],0
12065,[0.35964296],0
12066,[0.54657119],0
12067,[0.41328358],0
12068,[0.6803691],0
12069,[0.49307915],0
12070,[0.26699106],0
12071,[0.43282644],0
12072,[0.34923389],0
12073,[0.22648501],0
12074,[0.27628307],0
12075,[0.439804],0
12076,[0.44809762],0
12077,[0.33717161],0
12078,[0.49279334],0
12079,[0.42380636],0
12080,[0.28946048],0
12081,[0.46110551],0
12082,[0.54700392],0
12083,[0.87576363],0
12084,[0.44528793],0
12085,[0.55666775],0
12086,[0.43679059],0
12087,[0.40733111],0
12088,[0.40229774],0
12089,[0.26205935],0
12090,[0.56593985],0
12091,[0.56986735],0
12092,[0.72230995],0
12093,[0.42408407],0
12094,[0.70537754],0
12095,[0.41187083],0
12096,[0.48388726],0
12097,[0.33294589],0
12098,[0.59949451],0
12099,[0.40605698],0
12100,[0.42393747],0
12101,[0.7902518],0
12102,[0.8749496],0
12103,[0.37886952],0
12104,[0.49230901],0
12105,[0.37221983],0
12106,[0.4361839],0
12107,[0.49404612],0
12108,[0.24647737],0
12109,[0.36425025],0
12110,[0.33036682],0
12111,[0.42143209],0
12112,[0.39303059],0
12113,[0.3022215],0
12114,[0.98184814],0
12115,[0.93003301],0
12116,[0.39631988],0
12117,[0.44846532],0
12118,[0.65372394],0
12119,[0.43738778],0
12120,[0.29336507],0
12121,[0.37730493],0
12122,[0.14913398],0
12123,[0.25534811],0
12124,[0.26250787],0
12125,[0.40875083],0
12126,[0.9002541],0
12127,[0.67391539],0
12128,[0.40810344],0
12129,[0.55165768],0
12130,[0.72630223],0
12131,[0.32484218],0
12132,[0.48923915],0
12133,[0.29972674],0
12134,[0.44121838],0
12135,[0.30095264],0
12136,[0.29710572],0
12137,[0.4982171],0
12138,[0.31803622],0
12139,[0.45933511],0
12140,[0.78897581],0
12141,[0.53733175],0
12142,[0.35036432],0
12143,[0.32624864],0
12144,[0.18303869],0
12145,[0.34233942],0
12146,[0.48969431],0
12147,[0.56849904],0
12148,[0.34286298],0
12149,[0.3513689],0
12150,[0.44702653],0
12151,[0.44631752],0
12152,[0.29805357],0
12153,[0.29940072],0
12154,[0.32371408],0
12155,[0.4875324],0
12156,[0.45519461],0
12157,[0.41135455],0
12158,[0.35496058],0
12159,[0.35917905],0
12160,[0.43538078],0
12161,[0.28736957],0
12162,[0.43591299],0
12163,[0.23053251],0
12164,[0.3270181],0
12165,[0.39867052],0
12166,[0.37944305],0
12167,[0.64317381],0
12168,[0.48535027],0
12169,[0.28607163],0
12170,[0.43228409],0
12171,[0.38765505],0
12172,[0.30078865],0
12173,[0.29801202],0
12174,[0.43299815],0
12175,[0.43499797],0
12176,[0.36328221],0
12177,[0.33085377],0
12178,[0.49087083],0
12179,[0.43954423],0
12180,[0.32523225],0
12181,[0.23619991],0
12182,[0.26558752],0
12183,[0.24399352],0
12184,[0.30177424],0
12185,[0.31752012],0
12186,[0.32336831],0
12187,[0.26965872],0
12188,[0.36423528],0
12189,[0.30967671],0
12190,[0.17508772],0
12191,[0.21904819],0
12192,[0.40949409],0
12193,[0.19234658],0
12194,[0.39782853],0
12195,[0.25788813],0
12196,[0.48140759],0
12197,[0.40579383],0
12198,[0.43454426],0
12199,[0.35866327],0
12200,[0.35751775],0
12201,[0.29155769],0
12202,[0.47422967],0
12203,[0.35268037],0
12204,[0.31709885],0
12205,[0.97681689],0
12206,[0.36673],0
12207,[0.47926649],0
12208,[0.71580133],0
12209,[0.33931168],0
12210,[0.66808226],0
12211,[0.63228878],0
12212,[0.44601892],0
12213,[0.33254045],0
12214,[0.39161168],0
12215,[0.41566856],0
12216,[0.33041108],0
12217,[0.59260156],0
12218,[0.45747536],0
12219,[0.26091673],0
12220,[0.31776094],0
12221,[0.38073871],0
12222,[0.47690579],0
12223,[0.46081309],0
12224,[0.42585665],0
12225,[0.23336668],0
12226,[0.35367555],0
12227,[0.42700734],0
12228,[0.48673526],0
12229,[0.33455095],0
12230,[0.43935393],0
12231,[0.3849917],0
12232,[0.35979651],0
12233,[0.43534228],0
12234,[0.44132288],0
12235,[0.41794149],0
12236,[0.64161728],0
12237,[0.47200821],0
12238,[0.47374626],0
12239,[0.48365964],0
12240,[0.52295948],0
12241,[0.42807533],0
12242,[0.49877459],0
12243,[0.39509699],0
12244,[0.48861474],0
12245,[0.37274507],0
12246,[0.40425375],0
12247,[0.41866854],0
12248,[0.6403551],0
12249,[0.31938929],0
12250,[0.34267738],0
12251,[0.41160203],0
12252,[0.45093902],0
12253,[0.39285433],0
12254,[0.34821787],0
12255,[0.45334429],0
12256,[0.44094694],0
12257,[0.31326038],0
12258,[0.79008543],0
12259,[0.44427836],0
12260,[0.34404745],0
12261,[0.40819796],0
12262,[0.42580346],0
12263,[0.70818713],0
12264,[0.61924981],0
12265,[0.55725729],0
12266,[0.45848247],0
12267,[0.41940204],0
12268,[0.43290368],0
12269,[0.44351624],0
12270,[0.43737712],0
12271,[0.48447483],0
12272,[0.45229154],0
12273,[0.45647133],0
12274,[0.3973824],0
12275,[0.37472921],0
12276,[0.34933615],0
12277,[0.34579863],0
12278,[0.29951919],0
12279,[0.33259543],0
12280,[0.26585838],0
12281,[0.42570261],0
12282,[0.35953997],0
12283,[0.46468617],0
12284,[0.32904345],0
12285,[0.32748216],0
12286,[0.30283278],0
12287,[0.20470618],0
12288,[0.46974045],0
12289,[0.32621855],0
12290,[0.3923407],0
12291,[0.2578301],0
12292,[0.46713865],0
12293,[0.2316092],0
12294,[0.37060465],0
12295,[0.34043611],0
12296,[0.44001227],0
12297,[0.40914727],0
12298,[0.93031871],0
12299,[0.39151119],0
12300,[0.40740939],0
12301,[0.36168326],0
12302,[0.35142657],0
12303,[0.36946794],0
12304,[0.37829178],0
12305,[0.39532915],0
12306,[0.27559699],0
12307,[0.36138862],0
12308,[0.2948078],0
12309,[0.34453331],0
12310,[0.31928235],0
12311,[0.31332759],0
12312,[0.50875453],0
12313,[0.4857239],0
12314,[0.32631815],0
12315,[0.32179242],0
12316,[0.48367037],0
12317,[0.31611648],0
12318,[0.22865999],0
12319,[0.46227945],0
12320,[0.17190527],0
12321,[0.26909518],0
12322,[0.29177963],0
12323,[0.48620327],0
12324,[0.47152396],0
12325,[0.53284656],0
12326,[0.31003649],0
12327,[0.48184901],0
12328,[0.45719307],0
12329,[0.31633772],0
12330,[0.41144362],0
12331,[0.26305377],0
12332,[0.32913186],0
12333,[0.2481685],0
12334,[0.22453967],0
12335,[0.30664026],0
12336,[0.29171302],0
12337,[0.32483081],0
12338,[0.39647602],0
12339,[0.36173241],0
12340,[0.32811132],0
12341,[0.29511651],0
12342,[0.26226292],0
12343,[0.39436955],0
12344,[0.35169499],0
12345,[0.4916528],0
12346,[0.28993989],0
12347,[0.37190549],0
12348,[0.44499344],0
12349,[0.37399343],0
12350,[0.21289388],0
12351,[0.37991584],0
12352,[0.36791457],0
12353,[0.45686848],0
12354,[0.44658816],0
12355,[0.45669258],0
12356,[0.37483881],0
12357,[0.36126341],0
12358,[0.36762955],0
12359,[0.30042381],0
12360,[0.49947653],0
12361,[0.29770093],0
12362,[0.31702963],0
12363,[0.3522943],0
12364,[0.34821807],0
12365,[0.46204909],0
12366,[0.37457572],0
12367,[0.29048183],0
12368,[0.37623374],0
12369,[0.4002246],0
12370,[0.28292375],0
12371,[0.24876181],0
12372,[0.36334759],0
12373,[0.42720508],0
12374,[0.33002544],0
12375,[0.52421552],0
12376,[0.3535714],0
12377,[0.26637175],0
12378,[0.49008046],0
12379,[0.40836156],0
12380,[0.48132442],0
12381,[0.46026189],0
12382,[0.44094203],0
12383,[0.4575088],0
12384,[0.3925765],0
12385,[0.35595321],0
12386,[0.23212104],0
12387,[0.45774111],0
12388,[0.41097475],0
12389,[1.01257177],0
12390,[0.4470431],0
12391,[0.54421627],0
12392,[0.38667363],0
12393,[0.48381061],0
12394,[0.31919218],0
12395,[0.46818209],0
12396,[0.44109057],0
12397,[0.56608446],0
12398,[0.32986856],0
12399,[0.41215901],0
12400,[0.36773846],0
12401,[0.43091633],0
12402,[0.37700787],0
12403,[0.42133943],0
