,scores,labels
867,[[0.43494684]],0
868,[[0.35448555]],0
869,[[0.30662298]],0
870,[[0.35437773]],0
871,[[0.28229624]],0
872,[[0.28538695]],0
873,[[0.30839129]],0
874,[[0.3341972]],0
875,[[0.32213099]],0
876,[[0.34149574]],0
877,[[0.29319415]],0
878,[[0.30508451]],0
879,[[0.33674783]],0
880,[[0.2709269]],0
881,[[0.39069648]],0
882,[[0.31743013]],0
883,[[0.40486505]],0
884,[[0.4410443]],1
885,[[0.28817678]],1
886,[[0.35644704]],1
887,[[0.37528734]],0
888,[[0.30316599]],0
889,[[0.27602214]],0
890,[[0.39612937]],0
891,[[0.36269005]],0
892,[[0.3533795]],0
893,[[0.24714953]],0
894,[[0.26571382]],0
895,[[0.41375179]],0
896,[[0.35321155]],0
897,[[0.34029295]],0
898,[[0.34526687]],0
899,[[0.32361755]],0
900,[[0.28630077]],0
901,[[0.30746463]],0
902,[[0.38102563]],0
903,[[0.31828201]],0
904,[[0.26125187]],0
905,[[0.44165254]],0
906,[[0.21138331]],0
907,[[0.21226766]],0
908,[[0.3227324]],0
909,[[0.27521643]],0
910,[[0.3085027]],0
911,[[0.32774888]],0
912,[[0.31578374]],0
913,[[0.34526492]],0
914,[[0.34456481]],0
915,[[0.3712986]],0
916,[[0.3049386]],0
917,[[0.3238561]],0
918,[[0.26603043]],0
919,[[0.26841243]],0
920,[[0.24212188]],0
921,[[0.34554553]],0
922,[[0.24877537]],0
923,[[0.29591535]],0
924,[[0.24424888]],0
925,[[0.3158815]],0
926,[[0.33286112]],0
927,[[0.28805391]],0
928,[[0.29409723]],0
929,[[0.28053449]],0
930,[[0.30571844]],0
931,[[0.32278163]],0
932,[[0.36500159]],0
933,[[0.40543741]],0
934,[[0.45748635]],0
935,[[0.32333504]],0
936,[[0.34653436]],0
937,[[0.31121997]],0
938,[[0.29533287]],0
939,[[0.25078287]],0
940,[[0.31251046]],0
941,[[0.3343246]],0
942,[[0.40229877]],0
943,[[0.44478101]],0
944,[[0.38503146]],0
945,[[0.41160568]],0
946,[[0.30962967]],0
947,[[0.53134528]],0
948,[[0.37567015]],0
949,[[0.34753803]],0
950,[[0.54034562]],0
951,[[0.37169921]],0
952,[[0.50930546]],0
953,[[0.40792094]],0
954,[[0.33636139]],0
955,[[0.32179382]],0
956,[[0.36698306]],0
957,[[0.27758635]],0
958,[[0.24187146]],0
959,[[0.27320443]],0
960,[[0.26399136]],0
961,[[0.28002628]],0
962,[[0.34832777]],0
963,[[0.26101462]],0
964,[[0.25916557]],0
965,[[0.2646434]],0
966,[[0.31819582]],0
967,[[0.37380432]],0
968,[[0.27437701]],0
969,[[0.32647737]],0
970,[[0.33745202]],0
971,[[0.38820536]],0
972,[[0.52770848]],0
973,[[0.35729676]],0
974,[[0.32077734]],0
975,[[0.30075842]],0
976,[[0.35035483]],0
977,[[0.51239633]],0
978,[[0.42464778]],0
979,[[0.29903594]],0
980,[[0.29104648]],0
981,[[0.33465999]],0
982,[[0.30357228]],0
983,[[0.42310031]],0
984,[[0.38196242]],0
985,[[0.32712467]],0
986,[[0.30491394]],0
987,[[0.41901595]],0
988,[[0.24195875]],0
989,[[0.29731744]],0
990,[[0.31160399]],0
991,[[0.38591107]],0
992,[[0.35929715]],0
993,[[0.27342043]],0
994,[[0.20909859]],0
995,[[0.26704168]],0
996,[[0.26379669]],0
997,[[0.30741451]],0
998,[[0.25225295]],0
999,[[0.22012501]],0
1000,[[0.26275675]],0
