,far,frr
0,0.0,0.0
1,0.0038461538461538464,0.0
2,0.11153846153846154,0.0
3,0.11153846153846154,0.004166666666666667
4,0.12692307692307692,0.004166666666666667
5,0.12692307692307692,0.008333333333333333
6,0.19230769230769232,0.008333333333333333
7,0.19230769230769232,0.0125
8,0.24615384615384617,0.0125
9,0.24615384615384617,0.016666666666666666
10,0.3,0.016666666666666666
11,0.3,0.025
12,0.36538461538461536,0.025
13,0.36538461538461536,0.029166666666666667
14,0.40384615384615385,0.029166666666666667
15,0.40384615384615385,0.0375
16,0.4346153846153846,0.0375
17,0.4346153846153846,0.04583333333333333
18,0.46153846153846156,0.04583333333333333
19,0.46153846153846156,0.05416666666666667
20,0.5384615384615384,0.05416666666666667
21,0.5384615384615384,0.058333333333333334
22,0.5461538461538461,0.058333333333333334
23,0.5461538461538461,0.0625
24,0.5846153846153846,0.0625
25,0.5846153846153846,0.06666666666666667
26,0.6153846153846154,0.06666666666666667
27,0.6153846153846154,0.07083333333333333
28,0.6230769230769231,0.07083333333333333
29,0.6230769230769231,0.075
30,0.6269230769230769,0.075
31,0.6269230769230769,0.07916666666666666
32,0.6423076923076924,0.07916666666666666
33,0.6423076923076924,0.08333333333333333
34,0.6576923076923077,0.08333333333333333
35,0.6576923076923077,0.0875
36,0.6615384615384615,0.0875
37,0.6615384615384615,0.09166666666666666
38,0.6961538461538461,0.09166666666666666
39,0.6961538461538461,0.09583333333333334
40,0.7038461538461539,0.09583333333333334
41,0.7038461538461539,0.10833333333333334
42,0.7115384615384616,0.10833333333333334
43,0.7115384615384616,0.1125
44,0.7307692307692307,0.1125
45,0.7307692307692307,0.125
46,0.7461538461538462,0.125
47,0.7461538461538462,0.12916666666666668
48,0.7576923076923077,0.12916666666666668
49,0.7576923076923077,0.13333333333333333
50,0.7730769230769231,0.13333333333333333
51,0.7730769230769231,0.1375
52,0.7846153846153846,0.1375
53,0.7846153846153846,0.14166666666666666
54,0.7961538461538461,0.14166666666666666
55,0.7961538461538461,0.14583333333333334
56,0.8153846153846154,0.14583333333333334
57,0.8153846153846154,0.15
58,0.8192307692307692,0.15
59,0.8192307692307692,0.15416666666666667
60,0.8269230769230769,0.15416666666666667
61,0.8269230769230769,0.15833333333333333
62,0.8307692307692308,0.15833333333333333
63,0.8307692307692308,0.16666666666666666
64,0.8346153846153846,0.16666666666666666
65,0.8346153846153846,0.175
66,0.8384615384615385,0.175
67,0.8384615384615385,0.17916666666666667
68,0.8576923076923076,0.17916666666666667
69,0.8576923076923076,0.18333333333333332
70,0.8615384615384616,0.18333333333333332
71,0.8615384615384616,0.20416666666666666
72,0.8653846153846154,0.20416666666666666
73,0.8653846153846154,0.20833333333333334
74,0.8730769230769231,0.20833333333333334
75,0.8730769230769231,0.21666666666666667
76,0.8769230769230769,0.21666666666666667
77,0.8769230769230769,0.2375
78,0.8923076923076924,0.2375
79,0.8923076923076924,0.25416666666666665
80,0.8961538461538462,0.25416666666666665
81,0.8961538461538462,0.25833333333333336
82,0.9038461538461539,0.25833333333333336
83,0.9038461538461539,0.29583333333333334
84,0.9076923076923077,0.29583333333333334
85,0.9076923076923077,0.3
86,0.9115384615384615,0.3
87,0.9115384615384615,0.30416666666666664
88,0.9153846153846154,0.30416666666666664
89,0.9153846153846154,0.3125
90,0.9192307692307692,0.3125
91,0.9192307692307692,0.31666666666666665
92,0.9230769230769231,0.31666666666666665
93,0.9230769230769231,0.32083333333333336
94,0.9384615384615385,0.32083333333333336
95,0.9384615384615385,0.3375
96,0.95,0.3375
97,0.95,0.3458333333333333
98,0.9576923076923077,0.3458333333333333
99,0.9576923076923077,0.3541666666666667
100,0.9615384615384616,0.3541666666666667
101,0.9615384615384616,0.4375
102,0.9653846153846154,0.4375
103,0.9653846153846154,0.45416666666666666
104,0.9692307692307692,0.45416666666666666
105,0.9692307692307692,0.475
106,0.9730769230769231,0.475
107,0.9730769230769231,0.49166666666666664
108,0.9769230769230769,0.49166666666666664
109,0.9769230769230769,0.5166666666666667
110,0.9807692307692307,0.5166666666666667
111,0.9807692307692307,0.5583333333333333
112,0.9846153846153847,0.5583333333333333
113,0.9846153846153847,0.575
114,0.9884615384615385,0.575
115,0.9884615384615385,0.6958333333333333
116,0.9923076923076923,0.6958333333333333
117,0.9923076923076923,0.7375
118,0.9961538461538462,0.7375
119,0.9961538461538462,0.8583333333333333
120,1.0,0.8583333333333333
121,1.0,1.0
