17.798,5.0933,2.1529,6.7184,11.12,26.04,26.05,10.553,3.5777,21.061,14.869,9.2506,0,24.016,5.1835,23.078,14.473,2.0954,4.0221,14.214,0,25.318,12.614,9.9887,11.902,10.104,1.5242,16.625,18.132,27.996,19.325,11.62,5.1034,2.517,2.0857,4.1234,5.2071,0.58222,6.9458,6.1558,3.7131,13.188,0.4926,5.4486,3.8652,0.65651,0.96943,1.6881,0,0.18963,0,5.8772,0.26594,5.5085,18.635,3.1191,4.6445,7.7399,0,8.8676,12.18,5.6692,16.438,0.64066,9.0409,5.687,11.664,0,14.794,0,4.538,6.3772,5.6083,11.246,15.84,2.0681,14.805,1.7148,8.0728,0,2.0326,0,0,0,28.176,1.1731,14.057,0,0,22.978,11.936,11.458,11.544,9.6064,0.47754,11.258,6.8766,1.5946,0.1543,7.405,2.977,6.4577,6.978,10.213,0,0.51463,1.1954,0,3.5008,0,11.878,16.357,0,0,4.5356,1.1486,6.9961,18.873,4.4025,1.277,26.364,0.81769,1.8475,0,1.2393,2.4086,19.624,3.4743,4.2268,0.052683,1.9376,8.0529,4.6244,30.304,18.347,22.316,7.5984,37.405,15.227,9.8916,12.183,3.5461,10.558,23.525,7.871,15.115,20.178,20.259,36.783,16.78,20.801,1.7641,34.358,14.42,1.8273,4.333,16.954,9.9064,25.601,14.498,10.145,3.3797,3.9798,30.765,6.3759,8.7185,1.16,22.637,2.2347,32.808,13.36,29.764,10.815,0,1.4705,20.284,3.168,18.018,10.889,14.535,19.595,14.455,0,20.08,1.2564,21.667,2.1632,0,19.055,0.17345,12.33,0,10.952,6.0617,33.586,0.73368,12.723,18.517,30.245,19.374,1.5972,30.793,18.28,28.015,13.513,5.0564,2.8582,8.4203,0,20.565,0.99482,9.1575,0,23.216,0,6.838,16.632,7.9277,0,8.6628,21.766,7.8548,7.0759,13.735,8.9506,4.9919,12.448,1.3576,0.65782,20.165,4.0296,7.0981,50.245,1.5853,14.867,20.584,46.387,5.844,3.2641,33.66,3.6508,26.232,20.428,4.8394,24.286,21.624,13.033,25.436,33.439,32.44,21.479,29.074,11.99,29.338,8.3306,57.324,26.71,9.015,24.909,14.012,0.83495,48.728,1.8884,16.419,13.597,30.233,24.31,20.69,10.041,31.824,4.4805,0.23328,32.093,9.224,6.5784,9.2561,15.39,11.961,26.984,14.729,9.2157,16.285,0,16.662,0.91096,13.483,6.1649,0,17.323,40.011,8.5513,12.239,8.5813,29.864,19.627,49.216,30.414,11.877,15.884,5.0694
3.3259,16.796,9.7805,0.75047,4.7643,0.43056,12.877,17.223,1.8854,0,19.662,12.114,0,15.595,0,17.321,1.1691,0.77004,0.38484,24.263,0.56686,18.484,5.4855,0,8.7887,0,11.94,20.778,0,5.2921,19.11,13.698,15.104,26.471,18.692,1.1944,9.8639,8.324,20.041,4.2867,18.15,20.557,9.7119,11.804,2.2876,3.2905,6.4195,11.498,2.604,18.765,1.8489,13.185,6.8158,0,4.6407,13.361,1.692,18.093,1.7459,19.23,11.736,15.711,0,2.076,0.086275,0,7.3608,1.1718,0.72489,3.2678,9.1568,13.832,8.2926,1.652,1.0696,19.008,2.3712,0.45353,0.48966,2.0824,4.0893,8.6991,3.0336,12.275,2.295,7.635,19.562,15.618,6.5805,16.537,19.928,3.6642,3.3761,6.0003,2.9634,13.008,14.313,7.4183,3.0591,1.5613,25.577,6.4205,11.435,27.197,9.0776,24.715,10.108,1.2193,2.0337,17.941,1.851,5.1092,0,1.997,0,1.1613,20.111,18.974,29.495,0.042421,10.823,1.7529,2.581,17.178,0.24582,16.061,16.451,4.7449,20.332,2.3591,0.42343,3.1285,0.98069,0.22046,1.4679,21.869,3.1105,9.1777,5.2438,4.1513,3.0055,0.48307,11.701,10.646,12.664,3.6613,5.4843,14.977,20.721,0.72431,28.922,2.2615,7.8963,21.227,3.7878,2.8072,23.184,1.4092,18.756,0,17.99,0,0,27.744,33.19,0,13.214,21.873,24.225,12.275,14.886,19.841,10.388,9.839,20.465,0.32985,14.347,23.658,6.8623,26.835,10.728,10.692,6.7174,15.262,1.8928,7.8739,3.5959,9.8043,11.31,0,1.2676,15.451,7.151,15.013,2.5075,1.8131,0,15.125,7.4871,5.8624,1.5404,4.6989,21.388,6.377,20.86,5.8855,18.295,10.401,0,18.419,4.1696,36.35,0,36.874,0,9.7527,12.246,19.837,12.267,20.536,48.075,7.1175,36.749,22.354,55.418,22.084,6.2485,0.77051,16.866,23.849,13.351,40.814,10.704,2.7946,5.15,6.4894,24.221,15.81,1.1663,0,3.2239,12.895,21.741,13.66,5.2662,0,35.564,12.832,6.0535,45.304,3.1008,19.55,0,16.939,26.996,30.742,7.9274,3.7322,25.354,23.647,1.0962,13.885,0,4.9618,1.4017,0,25.379,13.956,12.428,31.842,0.41081,0.66947,16.062,16.733,8.0176,14.166,36.875,13.817,26.479,3.4606,34.918,30.922,16.125,9.6229,0,23.047,2.4938,5.6533,5.8293,18.446,5.4551,35.988,43.564,28.886,0,16.305,13.631,24.891,19.453,16.623
3.8565,11.419,9.0735,2.98,0,0.39878,0.71405,6.7986,3.0596,2.8531,3.3675,0,0,11.704,2.0471,15.56,8.5628,2.7007,0,22.7,1.2447,0,8.2177,2.289,2.6469,0.26529,8.9315,1.3274,0.15692,3.9705,7.9903,15.328,20.946,3.1368,20.685,7.0948,12.258,1.8457,23.41,18.576,11.445,4.7113,10.412,9.072,12.987,28.851,10.227,1.8623,0,11.233,9.5772,17.495,5.0174,2.7369,7.5678,13.617,2.7268,16.41,7.9423,21.459,9.9571,11.784,12.48,9.5655,7.4775,19.714,5.6106,3.7943,6.313,0,20.816,14.117,5.9136,0.067933,2.8182,19.818,0.7965,9.3328,4.3401,1.8409,1.3422,0,2.1588,1.3016,13.699,2.866,2.3756,0.58814,6.2177,0.77484,4.9336,0.18889,6.2161,11.015,0,21.921,8.2443,0,3.5942,3.4698,1.4,1.4853,3.2976,10.385,14.056,0.6407,14.291,9.37,10.323,1.1578,4.0046,0,12.031,1.7033,14.192,2.7134,1.0965,9.1753,12.219,0.59078,19.517,8.4193,7.5332,6.9063,14.759,24.932,6.8674,19.626,21.314,8.795,5.7127,1.3714,0.5106,2.9154,0.9355,8.0317,2.641,2.0236,0.45823,1.2222,0,4.9184,0,5.9869,3.2298,0,8.4648,1.7907,0,0,5.5454,3.9457,4.8444,3.0707,5.2694,1.2003,2.6951,3.1822,5.4935,0.66642,6.0475,0,1.9437,7.7857,4.8077,0,1.6342,5.1407,8.9455,9.1826,0.6497,5.314,9.5526,25.331,9.3354,0.72718,17.173,3.7221,8.1945,11.25,15.383,9.9633,9.0819,15.015,3.9796,12.393,16.387,9.8491,8.9205,15.927,6.2959,16.631,2.2844,3.4903,0,0.10042,0,20.269,3.9252,14.171,19.742,21.652,20.849,2.4887,18.045,3.5132,18.414,11.44,20.01,24.332,0,0,14.572,15.797,15.77,5.1248,31.209,22.412,10.455,7.544,5.9295,10.146,13.277,29.675,2.0528,5.9482,0.6507,3.436,7.8369,19.086,6.6585,3.9666,12.172,0,7.6226,14.359,11.022,0,12.015,5.7515,13.734,0,8.9717,1.6224,0.95665,23.888,1.6425,0,0,13.082,8.2874,1.0725,0,0,19.373,7.3528,0,0.35537,13.37,3.6388,8.8921,10.311,3.8034,8.4358,22.456,23.469,27.901,1.1614,2.7205,7.815,6.8375,2.3896,7.5789,10.345,20.963,9.0061,8.6217,7.9476,18.488,21.973,15.631,10.212,27.443,15.523,3.3861,17.196,1.8219,7.412,12.875,6.1345,27.349,13.682,32.089,12.026,0,41.699,7.318,19.86,0,3.6145
25.793,10.349,1.5367,9.8344,25.627,7.0874,31.886,26.029,25.21,0,2.3326,0.74367,27.693,16.882,21.578,21.47,1.6611,2.0473,1.0983,12.409,0.18198,28.723,26.858,21.827,2.6567,6.3793,2.5159,2.4924,3.4021,29.342,26.122,1.282,6.3694,15.333,2.7319,21.27,8.4596,2.0768,16.631,16.358,0.25263,9.3943,0.73307,2.407,7.6548,9.0803,0,0.17188,8.5649,0,0,2.9652,0.12537,13.008,18.346,6.6635,1.8081,13.851,14.254,6.7149,7.9621,8.335,2.6004,0,8.1201,23.992,16.429,4.1315,11.771,13.57,20.414,18.068,4.5713,25.804,2.0122,3.837,0.81061,8.1139,23.507,10.368,15.556,19.215,1.4891,21.106,4.1828,1.3445,6.7667,0,10.586,13.425,23.538,24.612,23.733,10.06,0,7.0234,35.276,11.493,1.6972,21.683,5.5002,0.29603,2.0647,2.8089,0,6.0205,1.4218,0.9165,2.0255,0,20.347,20.563,1.3359,10.84,0,1.3473,14.49,2.6668,22.941,6.3206,31.091,0.53406,0.95775,4.1363,18.902,21.887,17.388,2.8247,2.6305,0.44941,0.6478,17.214,4.7386,12.875,14.887,7.4462,7.7259,6.6489,12.575,0,17.555,3.3564,24.628,18.579,6.9992,12.781,30.66,32.553,13.743,21.607,0,15.582,40.498,16.646,7.2407,6.6007,25.611,6.7544,5.998,2.2685,1.0535,10.923,26.74,14.397,12.316,1.1708,2.431,17.613,5.8778,15.917,6.7894,22.859,3.5117,0.8383,2.1594,3.0364,22.867,10.055,1.4276,14.598,13.181,7.1449,1.6089,7.4432,3.9478,20.49,6.9804,0,16.715,0.98093,0,0,0.4101,14.873,18.022,8.3262,0,5.2028,26.742,4.9027,0.94982,39.757,63.36,10.011,25.627,0,1.8885,15.248,7.0354,0,31.626,14.545,11.361,29.517,22.751,11.662,9.5672,0,12.401,16.149,20.487,18.615,10.752,30.881,3.9261,0.54895,4.0694,0,0,14.793,14.017,10.83,16.633,10.061,37.16,10.979,23.959,23.332,1.0099,19.814,51.325,55.302,35.387,8.4833,2.9518,15.705,29.369,11.553,42.154,21.607,0,42.1,4.9674,11.932,19.261,43.746,2.8469,10.001,37.947,15.288,8.185,48.837,3.0607,16.537,22.385,20.537,45.061,21.2,9.4478,17.16,12.01,0.42664,57.582,11.884,0,48.934,13.919,37.05,8.9253,33.928,21.121,28.886,0,24.065,0,6.0567,0,0,27.968,52.487,30.309,24.883,56.653,27.984,16.445,53.031,29.272,48.504,1.8973,2.2196
23.53,16.497,2.8368,0.97828,28.509,24.733,17.491,1.9365,2.7521,19.579,2.6241,11.827,0,25.72,23.942,16.023,15.306,1.566,11.701,12.578,0,5.443,16.097,15.328,1.9036,4.6843,4.3085,17.661,25.041,34.211,25.677,6.7186,7.8471,0.69116,3.5186,3.2568,1.2569,7.5154,9.7565,0,1.6257,0,0.26988,15.231,0.82365,1.6084,0.10591,2.1765,0.63359,0.50959,1.1411,2.9894,0.45002,1.1641,0,5.5208,4.4106,9.3256,5.321,15.12,13.132,8.4207,2.8821,5.942,3.3167,0.3086,16.16,3.75,11.802,0,6.1072,14.291,7.5203,3.1896,0,20.58,8.4255,8.8934,1.8538,12.09,21.434,10.712,2.1102,15.363,20.871,18.937,28.626,19.247,7.86,15.987,23.454,18.21,13.117,15.434,1.4099,4.9114,11.01,0,2.5107,16.066,0.42582,1.3845,14.437,28.265,0,4.305,2.4547,2.0906,2.7874,0,2.7506,8.3942,0,0.19479,0.75028,0,4.2379,17.564,5.6053,1.1749,31.407,4.0823,11.099,7.1335,14.731,24.744,30.168,1.0196,0,0.065047,3.8622,14.998,0.67106,37.4,13.702,14.855,5.7881,7.9406,18.823,17.86,7.9018,21.696,8.0208,9.1459,23.591,29.294,40.577,5.5029,29.928,13.039,19.648,6.2018,33.854,24.619,17.209,2.8561,27.971,1.7023,7.6486,5.2367,12.597,10.222,3.5933,20.737,17.478,30.734,2.1657,21.117,15.153,36.05,22.812,13.921,14.24,2.9416,0,0.22225,14.305,11.546,20.9,0,0.3931,4.0997,16.299,4.5103,2.7325,0.4834,1.5637,0.75452,16.663,2.1774,0.78667,0,8.1809,6.2945,31.118,22.859,10.391,22.851,12.942,12.065,16.28,28.515,17.072,10.399,24.345,0.77678,4.5519,0,0,20.225,0,41.977,0,12.248,13.445,18.049,28.038,9.1637,11.977,29.818,23.395,0,8.6695,25.872,6.5404,0.39726,0.21856,13.627,23.68,2.8585,1.0003,35.426,62.934,10.483,48.643,49.037,64.487,12.029,8.5665,23.813,31.605,24.796,49.675,1.3116,6.4001,36.823,19.07,13.406,16.216,27.173,12.06,52.848,6.1125,9.8422,23.022,56.975,3.2584,22.013,44.215,22.87,3.9212,23.747,0,31.033,35.344,20.847,17.9,2.3403,7.2388,29.732,6.9177,2.9133,28.282,0,0,17,37.582,44.424,6.5408,11.771,10.117,38.731,5.9587,29.372,3.3348,12.855,2.5583,9.8334,32.595,5.5221,13.52,17.787,31.965,23.505,6.5726,14.218,26.863,19.423,30.895,6.7566
2.9838,14.791,7.7072,11.904,13.179,13.536,24.248,19.966,2.4731,7.1416,18.044,6.361,2.5385,28.333,2.1165,18.949,11.007,0.95457,0,11.986,1.124,29.944,8.8594,12.351,16.88,14.408,8.3668,0,26.243,16.743,20.07,0.21853,0,6.5377,0.8206,0.15966,2.3042,6.5152,1.4444,1.7701,0.44549,0,2.9894,15.379,4.427,0.76757,5.9739,0.139,4.2102,1.9024,0.57795,4.3823,0.075876,15.685,7.8699,11.023,0,11.531,3.735,26.7,17.89,5.7422,19.581,5.317,1.123,2.5105,15.777,14.474,15.106,6.124,0.56416,12.62,1.6514,15.075,0,13.191,8.1757,21.79,0,18.248,1.1185,0.60835,14.895,21.444,18.341,10.739,11.813,4.7016,1.2616,16.981,15.014,27.818,9.196,15.716,0,9.5986,1.9887,0,7.9605,4.2391,3.9083,2.0455,4.1272,2.8005,6.2611,14.486,0.26628,1.791,2.2849,19.056,0,13.697,2.1018,0.34424,1.9201,0,13.676,18.636,0,4.5497,23.385,0.32063,0.82365,6.6165,1.1429,10.149,13.335,0,7.7299,1.2049,0,10.743,25.579,13.912,20.541,33.073,23.578,10.154,15.674,24.832,25.955,27.903,18.64,5.3889,0.81423,31.516,1.6371,37.025,14.254,29.363,29.784,7.3022,43.906,6.3646,3.2394,9.4402,24.222,13.22,15.31,1.128,3.1606,15.37,1.3308,11.963,19.239,25.041,4.299,5.3825,1.7987,10.991,27.855,19.933,24.638,1.0104,0,0,6.1267,0.23344,15.987,1.3404,23.534,22.964,9.99,0.49437,1.5244,6.3997,12.183,4.7016,18.314,0.68165,0,0.21859,15.758,3.1255,31.277,7.035,14.904,0,16.595,17.599,0,16.575,17.206,10.964,7.9953,10.39,3.5106,7.0448,0,21.545,19.233,35.719,0,9.797,0,18.749,19.898,13.636,0,35.424,13.918,6.8591,48.724,30.946,11.726,4.8237,7.5419,0,0.17814,41.435,19.43,54.624,27.817,33.942,37.43,5.6858,39.883,10.017,3.5643,51.038,17.202,31.208,34.674,4.9125,10.051,8.1424,5.5699,21.104,22.879,2.2089,15.683,13.34,9.9529,11.172,52.382,1.4325,19.428,2.9429,48.688,1.9719,18.715,18.476,6.356,29.594,13.518,26.029,15.481,35.027,6.7518,42.135,17.123,1.9703,7.9076,11.988,0,12.334,33.188,8.3479,16.601,8.5906,12.092,16.495,10.33,10.276,7.3111,30.618,0,0,10.317,13.914,16.195,16.551,8.2098,38.904,27.509,37.462,31.774,0,23.706,1.7726
5.4028,4.5054,10.087,19.295,30.502,29.423,30.622,34.527,0,2.5146,4.7303,15.954,2.9838,26.757,23.343,33.154,8.5755,18.732,16.379,14.197,0.79618,30.687,11.301,18.947,1.776,15.298,3.8788,27.144,44.839,36.724,35.961,14.428,1.2525,16.612,2.9039,14.54,6.2322,0.37682,1.69,15.205,3.4541,7.6398,0.11109,3.9861,9.4143,5.3388,0.63338,0.2528,0.99323,4.0085,2.2948,1.8187,0.12509,1.961,31.948,10.147,1.3931,10.209,12.31,22.544,22.333,4.0773,20.083,1.1578,0.93271,9.284,22.245,10.497,14.72,1.7659,16.255,1.4168,1.5586,34.5,0,16.044,22.255,16.151,2.5155,22.1,1.8434,18.683,2.3731,19.361,38.268,2.6526,3.1073,2.6566,11.584,14.002,1.4179,30.805,27.29,0,0,10.667,21.943,0,4.4381,25.212,5.1059,2.0191,2.4323,7.4401,0.79859,6.2459,1.6402,0.58985,0,3.1271,15.572,7.141,2.7749,2.0302,1.0102,0.28565,18.692,12.469,13.044,2.8457,37.119,0.92228,16.273,10.183,20.519,21.971,26.944,0.80203,13.892,0.12662,0.37102,0.36869,19.916,13.888,5.4405,10.017,16.521,11.819,37.906,10.999,14.408,9.7536,47.917,28.954,16.056,20.59,31.964,35.699,33.327,10.705,21.844,23.763,51.854,29.349,0,11.112,35.44,6.564,4.9005,6.8613,9.854,23.88,0,30.795,27.676,6.8182,3.0628,17.187,15.742,24.264,15.557,25.542,33.481,0,0,3.8534,1.4429,12.45,3.0254,9.8531,19.663,12.923,2.6305,3.7018,0.2065,24.645,3.3078,2.9399,17.942,18.059,28.049,0.58212,0,34.854,34.645,20.096,1.2775,25.053,6.8319,5.1112,0,70.133,52.638,30.261,20.688,0.50304,6.3628,16.14,0,0,44.579,55.821,0,6.4443,17.786,12.329,45.989,49.352,38.082,52.424,17.407,11.659,48.047,50.602,14.484,8.8143,1.7501,17.595,0.24862,17.525,24.164,16.623,41.987,19.655,72.678,35.905,9.1869,13.537,1.4671,29.007,12.79,53.623,33.64,25.302,56.06,38.06,6.9052,13.008,5.4623,14.57,8.8164,38.682,9.5786,4.0312,38.674,22.34,8.5523,3.5696,45.309,5.839,5.9825,56.959,21.1,13.983,8.7735,65.231,20.457,17.231,37.484,8.9119,35.291,8.7797,4.0817,29.25,0,17.578,11.297,49.187,0,11.351,14.53,28.523,0,43.424,2.7071,30.194,0,0,44.675,48.942,16.18,20.459,27.29,31.586,28.554,47.868,13.062,24.189,67.638,0.77622
15.222,9.1221,4.5796,17.258,0,16.694,10.913,3.1911,6.6071,1.4489,3.3557,5.1793,2.2378,9.563,14.118,0,5.281,0,1.1117,2.6836,0,13.221,4.2405,6.3441,12.336,7.7362,7.9012,6.5417,13.833,20.15,10.358,1.2614,3.7294,1.4086,3.6168,2.6053,1.8584,4.6958,0.31179,0.40855,5.3031,0.22634,0,5.5338,3.0624,3.2334,3.7285,1.7107,1.2502,3.0417,0.69592,2.4881,0.61692,7.6809,1.592,0,2.2223,4.6259,0,9.8909,22.975,2.8115,7.4722,0,0.67651,0.69166,7.3451,7.98,11.376,1.1634,7.5737,2.8003,12.541,2.3446,3.1944,4.8644,0,8.6458,0,1.0521,4.1785,6.1387,9.7467,1.6253,11.425,4.024,14.246,2.9268,5.6925,10.738,13.384,13.109,17.367,3.9003,0,7.9493,0,7.7516,1.1755,17.932,2.6341,1.3311,2.4394,0.15403,0,4.2731,2.6382,3.7017,0,8.9015,12.94,5.8017,1.7454,0,0.50302,0,11.819,0,15.792,11.117,15.065,0.96447,4.0777,9.9246,3.6277,3.5365,4.4898,8.901,2.7473,0,1.1165,4.5118,3.4241,21.785,1.6096,4.3001,18.902,7.9098,30.242,13.528,8.3375,1.4981,25.01,8.716,14.934,16.063,5.3954,11.153,20.746,5.5587,33.255,10.346,24.424,3.8147,1.53,15.313,19.734,9.1739,10.752,4.2753,0.42859,10.208,2.0416,30.528,20.02,13.971,4.2088,1.7585,1.4053,18.31,2.3987,15.707,2.83,2.1581,2.5099,7.2876,0,2.5664,0,17.937,12.408,5.4281,1.0575,16.322,1.3625,21.832,6.8599,11.857,7.6455,1.0132,2.2222,1.9296,0,15.469,31.945,5.7957,17.296,1.745,25.146,7.0764,1.4685,6.5746,30.814,7.6452,0,0.60685,2.2744,0,7.2678,7.2397,14.24,14.109,0,9.3528,9.7951,0,9.864,0,9.8764,21.99,14.747,5.8039,20.376,9.544,1.2388,21.146,8.8622,10.817,1.8031,23.976,5.3028,39.835,2.3388,4.2299,13.618,16.763,4.7588,2.3189,3.869,36.279,3.1751,42.117,23.76,6.9945,7.0336,4.1708,28.34,27.098,0.8501,17.209,3.488,20.853,9.79,16.026,0,15.004,4.7143,11.368,10.458,13.002,1.0483,26.499,3.0077,28.373,12.334,40.676,17.873,3.8817,3.9338,25.848,8.3519,2.5371,8.5826,0,0,17.111,0,28.389,0,9.579,13.658,23.249,5.9042,6.9984,4.3144,1.515,0.27701,3.6608,5.5212,22.31,9.5852,3.1074,17.009,1.9173,23.959,12.724,13.536,28.794,5.911,0.25672
24.37,10.989,3.0498,0.4413,16.822,22.506,0,16.899,10.7,0,17.198,7.3744,3.8377,0,23.185,1.2692,11.667,5.1297,7.061,0.32773,0,18.158,1.6587,0,10.826,12.642,15.79,1.5905,32.565,10.888,14.701,10.515,4.7447,2.0672,0.93898,11.047,7.2508,0.37047,16.574,8.7225,0.21484,15.453,1.0272,10.629,0.34478,2.5307,1.1029,0,0.72738,0,3.6232,3.3488,0.52868,7.3138,2.5421,0.25423,0.18912,10.89,5.0658,6.9222,13.82,1.0154,4.8085,13.263,3.3555,5.6439,10.668,5.8731,8.7461,0,9.1156,7.7175,7.0648,20.159,0,0.99727,0.63949,9.979,9.9094,23.866,1.9495,7.2967,0,0,10.947,12.6,28.877,24.473,1.8373,19.634,32.71,11.183,8.079,7.7014,3.0383,1.5584,1.0243,2.2027,4.4909,21.427,1.4021,2.7438,10.559,20.4,1.1692,1.3893,0,0.46557,7.9943,0,0.47503,9.2345,3.2563,0,0.57026,1.3026,5.3638,13.539,15.208,28.69,20.347,0,1.7194,13.66,8.4438,2.5217,4.7232,1.9661,0.42273,2.2923,0,5.8,2.3525,18.515,12.17,8.7785,5.1641,24.702,6.307,5.5478,16.822,3.4883,19.677,3.8361,24.882,19.984,2.2162,26.646,22.633,21.796,4.0761,17.486,29.584,4.0361,14.538,27.67,34.479,3.1218,5.5561,3.4454,5.3302,17.86,15.809,1.9005,1.1836,10.925,0.949,10.178,6.9487,14.884,3.2331,21.753,6.8213,1.2685,0,20.275,20.017,0.64296,7.0938,0.53461,16.19,10.146,0,12.083,12.533,0,0.24131,0.92113,18.459,0,0.044312,0,8.9627,10.78,13.96,0.76319,17.632,16.45,14.9,3.4269,2.1846,31.635,24.791,12.96,6.0092,3.0958,0,12.778,17.579,0,12.512,18.341,0,0,8.5315,0,32.446,19.902,4.0312,7.4248,19.062,14.324,0,12.014,13.388,22.766,2.6098,0,1.3767,2.8226,13.162,27.461,32.365,20.131,46.934,8.459,26.096,11.836,2.6453,35.634,16.041,14.351,35.016,37.203,16.253,12.647,2.728,30.364,9.6173,23.269,0,11.326,8.8199,4.3101,2.1637,21.037,12.018,1.3888,11.606,10.461,4.4598,22.276,10.427,23.391,59.494,25.26,8.3426,26.153,28.359,14.884,35.3,0.1618,8.1194,4.7915,0,5.1349,11.897,50.941,20.197,7.8634,4.511,13.241,0,11.946,2.7517,12.777,4.988,1.4024,24.566,23.561,5.7074,11.325,23.375,17.248,29.441,47.278,8.4755,3.4994,14.776,0.3118
21.027,10.21,3.5989,8.5886,11.983,22.206,4.9722,3.2361,13.655,2.3367,4.6366,0,0,13.625,3.6137,10.304,8.1582,0,10.174,10.411,1.2215,3.0309,11.079,9.8735,2.8106,9.7616,2.7513,1.5722,39.328,18.727,12.485,2.1712,0.70305,1.3686,1.2364,2.1281,2.0577,1.8642,2.6349,2.3457,0.54626,4.4095,0.14277,0,0.56076,5.2812,0.9622,0.26617,2.5128,1.5789,11.054,0.38737,0.45398,8.6919,9.9192,2.2101,3.7746,2.8569,11.31,11.793,15.442,4.2572,18.391,2.9794,5.4366,0.85262,20.287,1.4439,17.057,4.6402,13.395,12.775,8.7629,0,10.962,1.0871,2.0909,4.3492,9.9389,4.6915,8.4837,13.736,0,1.8662,2.9906,3.2715,7.9828,4.0286,9.5029,9.0596,17.517,11.821,21.146,1.4799,5.6389,3.147,10.415,6.7193,1.2084,18.674,0.38152,2.7514,1.357,8.7873,0,1.4716,5.4695,4.1227,0,2.906,8.9361,14.331,0,2.11,3.7708,0,11.264,0,3.0686,1.0107,24.983,2.4886,0,4.3932,16.87,10.793,33.775,15.427,0.45149,0.70998,0,21.199,14.176,21.742,18.924,14.067,20.776,6.8064,16.979,15.148,4.2411,4.8997,25.747,22.656,29.389,6.1392,19.04,31.359,13.226,11.94,3.8663,25.291,47.728,8.0426,1.5315,22.967,19.871,19.665,3.1988,4.1554,16.519,7.5474,0.82525,12.95,5.6549,25.804,0.37665,20.331,0.15792,10.513,5.0942,28.586,20.257,0,2.2738,18.865,16.516,12.877,0,12.024,1.5681,1.739,0,22.312,2.4761,17.492,7.355,16.157,10.755,2.6394,1.8164,0,0.42527,18.808,8.5576,9.8793,1.9643,10.748,25.132,2.1286,10.772,9.0215,23.108,22.006,10.708,1.9794,0,0,12.355,0,31.098,14.013,0,3.1249,0,11.049,17.79,0,2.6696,36.856,9.2419,0,13.474,29.48,4.8469,11.297,2.241,11.025,0.48558,7.0539,11.05,5.8639,48.63,10.562,15.929,31.369,22.148,45.41,3.5635,29.423,9.3452,21.631,38.585,18.329,12.918,28.3,27.697,20.739,9.7983,12.78,23.157,30.798,1.577,14.384,6.8429,12.989,8.7959,5.7659,22.369,11.462,0.88968,38.643,3.8079,36.781,15.542,15.924,4.3338,11.818,38.776,29.668,3.9113,0.16824,1.5305,0,3.7951,14.011,7.4117,22.522,10.979,30.422,24.318,36.622,0,5.2546,0,11.953,0,2.6215,2.1403,32.753,4.9116,12.253,6.3589,11.531,24.231,28.173,4.7031,11.775,15.803,1.5451
